,date,daily_return
171,2021-03-08,0.007501090079118602
172,2021-03-09,0.001528547653227647
173,2021-03-10,0.01273338068630922
174,2021-03-11,0.004340743165984017
175,2021-03-12,0.006709294598224285
176,2021-03-15,0.007210117030042825
177,2021-03-16,-0.0027255125495852218
178,2021-03-17,0.003242092145696701
179,2021-03-18,-0.00504760832582957
180,2021-03-19,-0.004377675412180734
181,2021-03-22,0.006450755968930964
182,2021-03-23,-0.006216027036358729
183,2021-03-24,-0.00045862320078264205
184,2021-03-25,0.005847393228348502
185,2021-03-26,0.015433929219399688
186,2021-03-29,0.003548281626295188
187,2021-03-30,-0.005473949536998579
188,2021-03-31,-0.0013157809764697739
189,2021-04-01,0.0044587938096261655
190,2021-04-05,0.01323006247520343
191,2021-04-06,-0.0031550273665223567
192,2021-04-07,0.001944134355308162
193,2021-04-08,0.0014194062232937626
194,2021-04-09,0.00879118672388799
195,2021-04-12,-0.0023975385926197496
196,2021-04-13,-0.0023842877407828362
197,2021-04-14,-9.911531595911678e-05
198,2021-04-15,0.008332779703107675
199,2021-04-16,0.004619265928007368
200,2021-04-19,-0.0030538799959875826
201,2021-04-20,-0.004213731654024677
202,2021-04-21,0.008917372377826093
203,2021-04-22,-0.009288803051504988
204,2021-04-23,0.003908576109476064
205,2021-04-26,-0.0028085406670958104
206,2021-04-27,-0.0017088191861940251
207,2021-04-28,-0.0026639050683956032
208,2021-04-29,0.006757349607616665
209,2021-04-30,-0.005134423328868157
210,2021-05-03,0.007084857520002814
211,2021-05-04,-0.0014780617610630096
212,2021-05-05,0.002667894230152016
213,2021-05-06,0.009661926476827362
214,2021-05-07,0.005243251417189364
215,2021-05-10,0.0007610945854062889
216,2021-05-11,-0.012819718941870081
217,2021-05-12,-0.01822749308099238
218,2021-05-13,0.013472038486106692
219,2021-05-14,0.010421269242752133
220,2021-05-17,-0.0017388937906025997
221,2021-05-18,-0.007676836987144447
222,2021-05-19,-0.002455245041439637
223,2021-05-20,0.006513180042095118
224,2021-05-21,0.0018245177794454178
225,2021-05-24,0.00631043894801099
226,2021-05-25,-0.002532423018874364
227,2021-05-26,-0.00040300567137379386
228,2021-05-27,0.0017919092311097296
229,2021-05-28,0.0025524370990684833
230,2021-06-01,-0.00045109214884690686
231,2021-06-02,0.0020915252658788115
232,2021-06-03,0.00016126391999774054
233,2021-06-04,0.007011388022846123
234,2021-06-07,-0.002955009562165517
235,2021-06-08,-0.0013087303635451073
236,2021-06-09,-0.00287380484621904
237,2021-06-10,0.0031926434915277085
238,2021-06-11,0.0004404979782104452
239,2021-06-14,-0.0007829200209438613
240,2021-06-15,-0.0023273628905710977
241,2021-06-16,-0.007822960625415572
242,2021-06-17,-0.004309735988538949
243,2021-06-18,-0.016269549285595045
244,2021-06-21,0.01686964083792207
245,2021-06-22,0.0012686224721527944
246,2021-06-23,-0.003104377363876239
247,2021-06-24,0.00782914724570774
248,2021-06-25,0.007584645804435642
249,2021-06-28,-0.0024785500420310236
250,2021-06-29,-0.0010060514646546117
251,2021-06-30,0.005946625494935737
252,2021-07-01,0.002626479602861247
253,2021-07-02,0.003928153772491379
254,2021-07-06,-0.004859529899496421
255,2021-07-07,0.0042862238597047445
256,2021-07-08,-0.006362220594483654
257,2021-07-09,0.011286710695811795
258,2021-07-12,0.002342466596787844
259,2021-07-13,-0.0016995099843952544
260,2021-07-14,0.0025927233020435394
261,2021-07-15,0.0006607890581117513
262,2021-07-16,-0.007240346146669662
263,2021-07-19,-0.017860566338160053
264,2021-07-20,0.013706174680677946
265,2021-07-21,0.00782000617937066
266,2021-07-22,0.00044951640592466374
267,2021-07-23,0.005266839422770233
268,2021-07-26,0.0028040876269230523
269,2021-07-27,-0.002379895704942233
270,2021-07-28,-0.004677796323418912
271,2021-07-29,0.004150126786874948
272,2021-07-30,-0.0021479171482149265
273,2021-08-02,-0.001755756451737767
274,2021-08-03,0.008949302310491418
275,2021-08-04,-0.008716513323208818
276,2021-08-05,0.005996406852088406
277,2021-08-06,0.0026808919341630095
278,2021-08-09,-0.00244043344015692
279,2021-08-10,0.0033283993357774407
280,2021-08-11,0.005494713395944438
281,2021-08-12,0.0023465789996631073
282,2021-08-13,0.0013357213906831124
283,2021-08-16,0.003613551057208439
284,2021-08-17,-0.005601828676726509
285,2021-08-18,-0.011188917112117645
286,2021-08-19,8.157443987960101e-05
287,2021-08-20,0.0064559574150377125
288,2021-08-23,0.004942310385190245
289,2021-08-24,-0.00031699271011171194
290,2021-08-25,0.0014106376800339785
291,2021-08-26,-0.0047121821691565495
292,2021-08-27,0.005287226642233161
293,2021-08-30,0.00032347915041835106
294,2021-08-31,0.0005324141745755341
295,2021-09-01,-0.0010225293429030058
296,2021-09-02,0.00456520014846461
297,2021-09-03,-0.0021730489421514874
298,2021-09-07,-0.008601969153777492
299,2021-09-08,-0.000975912128614984
300,2021-09-09,-0.005047251639829806
301,2021-09-10,-0.0077877859176934865
302,2021-09-13,0.007244702923381871
303,2021-09-14,-0.0077719448825797005
304,2021-09-15,0.007837895912820842
305,2021-09-16,-0.0023045324374026364
306,2021-09-17,-0.004488835106996125
307,2021-09-20,-0.01550188232138177
308,2021-09-21,-0.0015850503134253017
309,2021-09-22,0.008899554334433301
310,2021-09-23,0.01466675884548593
311,2021-09-24,0.0009556516242799487
312,2021-09-27,-0.0003395841699925443
313,2021-09-28,-0.014803628200317942
314,2021-09-29,0.003502150081963814
315,2021-09-30,-0.014531583372083266
316,2021-10-01,0.014274941711733293
317,2021-10-04,-0.007127143983800658
318,2021-10-05,0.008003238019326364
319,2021-10-06,0.0028368677119319364
320,2021-10-07,0.008290305816989318
321,2021-10-08,-0.0006674746906733866
322,2021-10-11,-0.005737428952134839
323,2021-10-12,-0.003906952531929012
324,2021-10-13,0.0003450895642793427
325,2021-10-14,0.016975090927933378
326,2021-10-15,0.007433189444330824
327,2021-10-18,-0.0031782347868343917
328,2021-10-19,0.005240481458789442
329,2021-10-20,0.006586612831954005
330,2021-10-21,-0.003372437583020468
331,2021-10-22,0.0001712513852819452
332,2021-10-25,0.00023686819064450677
333,2021-10-26,0.0012831237048427891
334,2021-10-27,-0.005364254150562042
335,2021-10-28,0.008257023909103099
336,2021-10-29,0.0021120288560429225
