,date,dji
793,2021-02-26,1246066.5876573469
794,2021-03-01,1270363.2516811904
795,2021-03-02,1264562.809458742
796,2021-03-03,1259671.1868463408
797,2021-03-04,1245735.113584355
798,2021-03-05,1268783.7733960468
799,2021-03-08,1281116.1352813907
800,2021-03-09,1282336.7592473044
801,2021-03-10,1301039.5917573813
802,2021-03-11,1308635.8791533492
803,2021-03-12,1320441.0139408726
804,2021-03-15,1327483.4021025982
805,2021-03-16,1322346.7734936872
806,2021-03-17,1329977.364876321
807,2021-03-18,1323811.1445942149
808,2021-03-19,1314371.4899881533
809,2021-03-22,1318529.9042250002
810,2021-03-23,1306120.5944062627
811,2021-03-24,1305996.1244362954
812,2021-03-25,1314029.4729467826
813,2021-03-26,1332293.9854804443
814,2021-03-29,1336261.6034611778
815,2021-03-30,1332055.5885088884
816,2021-03-31,1328614.96158937
817,2021-04-01,1335530.0473418618
818,2021-04-05,1350595.3197245642
819,2021-04-06,1346689.7006922087
820,2021-04-07,1347335.1821293854
821,2021-04-08,1349643.7774889213
822,2021-04-09,1361609.2598104484
823,2021-04-12,1359385.4802711557
824,2021-04-13,1356641.003980128
825,2021-04-14,1358801.0536359353
826,2021-04-15,1371091.4796843687
827,2021-04-16,1377725.5245185778
828,2021-04-19,1372768.913160795
829,2021-04-20,1362443.0984588147
830,2021-04-21,1375173.0246666907
831,2021-04-22,1362225.4727085428
832,2021-04-23,1371393.6065394098
833,2021-04-26,1368899.329050213
834,2021-04-27,1369034.6567040337
835,2021-04-28,1362405.9620328825
836,2021-04-29,1372073.2346055156
837,2021-04-30,1364600.3156753562
838,2021-05-03,1374203.0715758188
839,2021-05-04,1375000.7179446751
840,2021-05-05,1378920.6565310974
841,2021-05-06,1391738.545713957
842,2021-05-07,1400972.7697943642
843,2021-05-10,1399565.2048368936
844,2021-05-11,1380484.4777214096
845,2021-05-12,1353031.2174933336
846,2021-05-13,1370505.7941872524
847,2021-05-14,1385035.2634754675
848,2021-05-17,1382846.259996052
849,2021-05-18,1372085.3511512645
850,2021-05-19,1365453.8240408476
851,2021-05-20,1373031.5432238493
852,2021-05-21,1378014.275965974
853,2021-05-24,1385512.6868495273
854,2021-05-25,1382228.7882360616
855,2021-05-26,1382655.38506107
856,2021-05-27,1388359.1309541317
857,2021-05-28,1390969.853168709
858,2021-06-01,1392817.2330010962
859,2021-06-02,1393827.1549571662
860,2021-06-03,1392886.9424785872
861,2021-06-04,1400111.8656152338
862,2021-06-07,1395029.9974987986
863,2021-06-08,1393804.6528007751
864,2021-06-09,1387654.1682923688
865,2021-06-10,1388423.4902685648
866,2021-06-11,1388961.811086844
867,2021-06-14,1385503.4027430443
868,2021-06-15,1381699.7515242654
869,2021-06-16,1370998.1665463273
870,2021-06-17,1362529.645214165
871,2021-06-18,1341043.5477308896
872,2021-06-21,1364685.6035688107
873,2021-06-22,1367449.4348614893
874,2021-06-23,1364575.610510647
875,2021-06-24,1377570.3697898951
876,2021-06-25,1387118.3651978818
877,2021-06-28,1381052.8538674559
878,2021-06-29,1381416.1928821902
879,2021-06-30,1389884.7142143524
880,2021-07-01,1395162.6500710903
881,2021-07-02,1401318.7994580285
882,2021-07-06,1392900.3178862324
883,2021-07-07,1397106.647553996
884,2021-07-08,1386638.581457767
885,2021-07-09,1404694.9097053767
886,2021-07-12,1409771.4276587537
887,2021-07-13,1405445.3487531326
888,2021-07-14,1407235.6077269888
889,2021-07-15,1409402.4237654873
890,2021-07-16,1397350.8667618209
891,2021-07-19,1368112.5403652098
892,2021-07-20,1390266.464084316
893,2021-07-21,1401788.0402297643
894,2021-07-22,1402809.2919428982
895,2021-07-23,1412404.809387459
896,2021-07-26,1415738.5904035543
897,2021-07-27,1412282.6997835464
898,2021-07-28,1407142.9240198955
899,2021-07-29,1413330.5449542338
900,2021-07-30,1407325.77371029
901,2021-08-02,1403405.8351238677
902,2021-08-03,1414614.2693726846
903,2021-08-04,1401573.4042764956
904,2021-08-05,1412513.5435837263
905,2021-08-06,1418324.9221688963
906,2021-08-09,1414028.2691600944
907,2021-08-10,1420587.254353754
908,2021-08-11,1429461.601289641
909,2021-08-12,1430061.1342676135
910,2021-08-13,1430686.631272191
911,2021-08-16,1435118.6119348134
912,2021-08-17,1423753.9214531546
913,2021-08-18,1408341.832618103
914,2021-08-19,1405660.1420641385
915,2021-08-20,1414762.5003609392
916,2021-08-23,1423448.9621588476
917,2021-08-24,1424679.6570199295
918,2021-08-25,1426260.3154881003
919,2021-08-26,1418510.6042985572
920,2021-08-27,1428286.6110674574
921,2021-08-30,1426032.3041271865
922,2021-08-31,1424456.8384643362
923,2021-09-01,1422515.2013474859
924,2021-09-02,1427803.9948880766
925,2021-09-03,1424793.5840215178
926,2021-09-07,1413953.681592756
927,2021-09-08,1411176.9469656432
928,2021-09-09,1405066.2739646982
929,2021-09-10,1394122.8301449902
930,2021-09-13,1404673.5090531446
931,2021-09-14,1392908.3431308193
932,2021-09-15,1402448.3132942189
933,2021-09-16,1399907.615272607
934,2021-09-17,1393202.7594567474
935,2021-09-20,1368452.1183616573
936,2021-09-21,1366412.6047323924
937,2021-09-22,1380047.810001233
938,2021-09-23,1400451.443611681
939,2021-09-24,1401788.0402297643
940,2021-09-27,1404663.1234425027
941,2021-09-28,1381726.3449818185
942,2021-09-29,1385381.2931391317
943,2021-09-30,1363354.3571137853
944,2021-10-01,1382792.7583654718
945,2021-10-04,1369759.4464406583
946,2021-10-05,1382317.8527152038
947,2021-10-06,1386439.523920461
948,2021-10-07,1400053.4858948067
949,2021-10-08,1399703.3649299801
950,2021-10-11,1389624.7592328275
951,2021-10-12,1384882.626470577
952,2021-10-13,1384861.2258183449
953,2021-10-14,1406402.8705827813
954,2021-10-15,1421799.38100187
955,2021-10-18,1420343.035145929
956,2021-10-19,1428347.3511539397
957,2021-10-20,1434471.7142780037
958,2021-10-21,1434219.4698255917
959,2021-10-22,1437198.0944292764
960,2021-10-25,1439781.4363976156
961,2021-10-26,1440415.116004517
962,2021-10-27,1429692.130374347
963,2021-10-28,1439351.6924178668
964,2021-10-29,1442940.0782524291
965,2021-11-01,1446738.064592676
966,2021-11-02,1452328.9849883078
967,2021-11-03,1456556.7153083035
968,2021-11-04,1455213.3523075292
969,2021-11-05,1463419.8730075855
970,2021-11-08,1467620.223081343
971,2021-11-09,1463098.8632241043
972,2021-11-10,1453429.2302854161
973,2021-11-11,1447035.7854310812
974,2021-11-12,1454249.6935261376
975,2021-11-15,1453731.6718559314
976,2021-11-16,1455937.984686417
977,2021-11-17,1447431.3827819007
978,2021-11-18,1445010.2766404091
979,2021-11-19,1434175.2523014946
980,2021-11-22,1434870.9308567743
981,2021-11-23,1442708.13294809
982,2021-11-24,1442328.5860864446
983,2021-11-26,1405870.3720007716
984,2021-11-29,1415401.5301308988
985,2021-11-30,1389127.6661416425
986,2021-12-01,1370529.5552055393
987,2021-12-02,1395414.7371657651
988,2021-12-03,1393009.3667979739
989,2021-12-06,1419070.9552000163
990,2021-12-07,1438906.5273798923
991,2021-12-08,1440329.356037852
992,2021-12-09,1440326.9956717968
993,2021-12-10,1449040.2082849948
994,2021-12-13,1436147.8888925344
995,2021-12-14,1431846.8298670966
996,2021-12-15,1447285.512159701
997,2021-12-16,1446085.5020573344
998,2021-12-17,1424646.6118951591
999,2021-12-20,1407192.4917070507
1000,2021-12-21,1429773.0122511655
1001,2021-12-22,1440294.7373357115
1002,2021-12-23,1448217.2273204818
1003,2021-12-27,1462389.8092611795
1004,2021-12-28,1466250.2666230157
1005,2021-12-29,1469892.626161369
1006,2021-12-30,1466244.9164599576
1007,2021-12-31,1463836.8710106371
1008,2022-01-03,1473777.159256966
1009,2022-01-04,1482421.606539095
1010,2022-01-05,1466608.7275479028
1011,2022-01-06,1459734.712164768
1012,2022-01-07,1459541.0047905203
1013,2022-01-10,1452983.2784587564
1014,2022-01-11,1460361.1533157674
1015,2022-01-12,1461904.0459270584
1016,2022-01-13,1454785.9686938357
1017,2022-01-14,1446656.2385694357
1018,2022-01-18,1424768.5641413345
1019,2022-01-19,1411079.3851687028
1020,2022-01-20,1398460.2388076752
1021,2022-01-21,1380331.840716519
1022,2022-01-24,1384325.1080083835
1023,2022-01-25,1381635.392209832
1024,2022-01-26,1376413.0036342556
1025,2022-01-27,1376118.5873083274
1026,2022-01-28,1398866.2217691368
1027,2022-01-31,1415237.0912957333
1028,2022-02-01,1426249.7725197214
1029,2022-02-02,1435276.913818236
1030,2022-02-03,1414403.2526473668
1031,2022-02-04,1413540.3028176555
1032,2022-02-07,1413596.3221720278
1033,2022-02-08,1428567.8093434775
1034,2022-02-09,1440865.4738478127
1035,2022-02-10,1419657.4274858176
1036,2022-02-11,1399373.3857554898
1037,2022-02-14,1392449.1732542517
1038,2022-02-15,1409475.7524709296
1039,2022-02-16,1407277.4648850309
1040,2022-02-17,1382211.4788849913
1041,2022-02-18,1372831.3841823845
1042,2022-02-22,1353391.7240688023
1043,2022-02-23,1334665.9960079917
1044,2022-02-24,1338374.7605113592
1045,2022-02-25,1372008.4032178712
1046,2022-02-28,1365315.349232287
1047,2022-03-01,1341239.7728289294
1048,2022-03-02,1365264.994756447
1049,2022-03-03,1361369.9186924705
1050,2022-03-04,1354124.539050014
1051,2022-03-07,1322001.5306187079
1052,2022-03-08,1314559.6111627375
1053,2022-03-09,1340889.337148629
1054,2022-03-10,1336370.337657445
1055,2022-03-11,1327109.9921926958
1056,2022-03-14,1327152.164066212
1057,2022-03-15,1351286.120189997
1058,2022-03-16,1372183.69973689
1059,2022-03-17,1389008.546334733
1060,2022-03-18,1400053.0138215953
1061,2022-03-21,1391918.0908918744
1062,2022-03-22,1402169.1606687799
1063,2022-03-23,1384083.4065243509
1064,2022-03-24,1398160.157603215
1065,2022-03-25,1404335.5046340674
1066,2022-03-28,1408148.4399593293
1067,2022-03-29,1421776.4067722678
1068,2022-03-30,1419142.5529703514
1069,2022-03-31,1396968.1727454353
1070,2022-04-01,1402604.5695270605
1071,2022-04-04,1406778.326143265
1072,2022-04-05,1395470.7565201374
1073,2022-04-06,1389643.0127303198
1074,2022-04-07,1393150.0446148524
1075,2022-04-08,1398691.082607855
1076,2022-04-11,1382052.2328551468
1077,2022-04-12,1378518.6075130608
1078,2022-04-13,1392385.4433707662
1079,2022-04-14,1387818.9218430084
1080,2022-04-18,1386226.1468290882
1081,2022-04-19,1406348.1100903053
1082,2022-04-20,1416402.4826959597
1083,2022-04-21,1401577.0235044465
1084,2022-04-22,1362044.1965955182
1085,2022-04-25,1371634.2065192838
1086,2022-04-26,1339033.4599984437
1087,2022-04-27,1341520.9711049497
1088,2022-04-28,1366273.6578506208
1089,2022-04-29,1328440.137143562
1090,2022-05-02,1331835.6023925615
1091,2022-05-03,1334546.2467701342
1092,2022-05-04,1372101.4016404387
1093,2022-05-05,1329276.3361579834
1094,2022-05-06,1325304.4695183507
1095,2022-05-09,1298972.2258086673
1096,2022-05-10,1295549.7737077724
1097,2022-05-11,1282391.9131341232
1098,2022-05-12,1278210.1312733318
1099,2022-05-13,1296996.7567783615
1100,2022-05-16,1298074.7359556844
1101,2022-05-17,1315443.804286944
1102,2022-05-18,1268532.7878055307
1103,2022-05-19,1258988.0182311526
1104,2022-05-20,1259341.2863507192
1105,2022-05-23,1284250.229329232
1106,2022-05-24,1286199.1049019846
1107,2022-05-25,1293919.86226792
1108,2022-05-26,1314742.8542474748
1109,2022-05-27,1337936.9912870233
1110,2022-05-31,1328960.2044643492
1111,2022-06-01,1321834.416702013
1112,2022-06-02,1339359.8199449829
1113,2022-06-03,1325317.687568259
1114,2022-06-06,1325965.5293714905
1115,2022-06-07,1336614.8715807442
1116,2022-06-08,1325768.8322002396
1117,2022-06-09,1300063.5017147665
1118,2022-06-10,1264613.9507232672
1119,2022-06-13,1229323.567082744
1120,2022-06-14,1223204.082048527
1121,2022-06-15,1235438.1740271142
1122,2022-06-16,1205569.5512149474
1123,2022-06-17,1204027.0519979987
1124,2022-06-21,1229867.7888161608
1125,2022-06-22,1227969.661113591
1126,2022-06-23,1235793.881191604
1127,2022-06-24,1268960.1714192245
1128,2022-06-27,1266445.673460823
1129,2022-06-28,1246655.5776669402
1130,2022-06-29,1249971.7346164912
1131,2022-06-30,1239744.5045367416
1132,2022-07-01,1252708.972451617
1133,2022-07-05,1247494.687799496
1134,2022-07-06,1250308.873568015
1135,2022-07-07,1264282.083255933
1136,2022-07-08,1262412.9093769712
1137,2022-07-11,1255793.8922066456
1138,2022-07-12,1248038.9095329128
1139,2022-07-13,1239638.1307065291
1140,2022-07-14,1233892.921049768
1141,2022-07-15,1260403.1363599992
1142,2022-07-18,1251715.9664522745
1143,2022-07-19,1282107.567703363
1144,2022-07-20,1284032.6822578285
1145,2022-07-21,1290561.061371642
1146,2022-07-22,1285017.5843337155
1147,2022-07-25,1288673.3192797138
1148,2022-07-26,1279468.5210961257
1149,2022-07-27,1297034.2079197676
1150,2022-07-28,1310410.0089591627
1151,2022-07-29,1323119.3999823602
1152,2022-08-01,1321236.9293746217
1153,2022-08-02,1305033.7245167994
1154,2022-08-03,1321804.990805194
1155,2022-08-04,1318353.5062018225
1156,2022-08-05,1321441.1797172485
1157,2022-08-08,1322612.2359960072
1158,2022-08-09,1320270.595511701
1159,2022-08-10,1341826.4024724679
1160,2022-08-11,1342920.510817833
1161,2022-08-12,1360016.0127233171
1162,2022-08-15,1366114.569178513
1163,2022-08-16,1375765.319188761
1164,2022-08-17,1368848.9745743729
1165,2022-08-18,1369603.03285008
1166,2022-08-19,1357828.1107480605
1167,2022-08-22,1331920.575570542
1168,2022-08-23,1325716.1173583446
1169,2022-08-24,1328118.6552868697
1170,2022-08-25,1341112.155704222
1171,2022-08-26,1300490.9640073287
1172,2022-08-29,1293062.2626012666
1173,2022-08-30,1280650.0416643948
1174,2022-08-31,1269352.9363307778
1175,2022-09-01,1275233.9457145706
1176,2022-09-02,1261618.882236066
1177,2022-09-06,1254644.2365801192
1178,2022-09-07,1272207.0122856265
1179,2022-09-08,1279991.4208561787
1180,2022-09-09,1295186.0412986956
1181,2022-09-12,1304436.3158682769
1182,2022-09-13,1253019.596624456
1183,2022-09-14,1254232.9034555994
1184,2022-09-15,1247252.9863154632
1185,2022-09-16,1241637.4394339905
1186,2022-09-19,1249583.7691159162
1187,2022-09-20,1236956.9122257754
1188,2022-09-21,1215910.7082962855
1189,2022-09-22,1211596.352542071
1190,2022-09-23,1192007.674651549
1191,2022-09-26,1178730.2221977795
1192,2022-09-27,1173661.7294889896
1193,2022-09-28,1195767.3443828363
1194,2022-09-29,1177312.1929507982
1195,2022-09-30,1157166.3899924257
1196,2022-10-03,1187998.6715859843
1197,2022-10-04,1221249.9349915849
1198,2022-10-05,1219539.8497847307
1199,2022-10-06,1205564.2797307577
1200,2022-10-07,1180179.5656344236
1201,2022-10-10,1176396.6069580603
1202,2022-10-11,1177859.247123481
1203,2022-10-12,1176717.6167415413
1204,2022-10-13,1210067.2287327673
1205,2022-10-14,1193797.0681578517
1206,2022-10-17,1215992.9277138684
1207,2022-10-18,1229607.9911923727
1208,2022-10-19,1225580.0265194995
1209,2022-10-20,1221945.6135468646
1210,2022-10-21,1252116.8352872839
1211,2022-10-24,1268917.4487936287
1212,2022-10-25,1282497.893569993
1213,2022-10-26,1282593.3310374839
1214,2022-10-27,1290415.1907494422
1215,2022-10-28,1323791.0028038789
1216,2022-10-31,1318600.4004911764
1217,2022-11-01,1315387.784932572
1218,2022-11-02,1295026.8739477193
1219,2022-11-03,1289124.9359849056
1220,2022-11-04,1305317.7552320857
1221,2022-11-07,1322389.1027249403
1222,2022-11-08,1335836.8949290132
1223,2022-11-09,1309777.9029296313
1224,2022-11-10,1358175.871346832
1225,2022-11-11,1359484.6156454661
1226,2022-11-14,1350978.3284564237
1227,2022-11-15,1353243.1783650736
1228,2022-11-16,1351668.3421331714
1229,2022-11-17,1351365.900562656
1230,2022-11-18,1359397.282101431
1231,2022-11-21,1357567.9984087986
1232,2022-11-22,1373593.6250604156
1233,2022-11-23,1377459.1178698356
1234,2022-11-25,1383621.404208517
1235,2022-11-28,1363577.490384852
1236,2022-11-29,1363701.1735661346
1237,2022-11-30,1393399.7713434722
1238,2022-12-01,1385554.2292920954
1239,2022-12-02,1386958.8044525632
1240,2022-12-05,1367510.8043789198
1241,2022-12-06,1353380.866384949
1242,2022-12-07,1353444.5962684343
1243,2022-12-08,1360838.9936878304
1244,2022-12-09,1348551.714794137
1245,2022-12-12,1369844.7343341128
1246,2022-12-13,1374018.1762348432
1247,2022-12-14,1368286.2633068587
1248,2022-12-15,1337504.2575102719
1249,2022-12-16,1326154.0439404172
1250,2022-12-19,1319590.9674455952
1251,2022-12-20,1323305.0821120208
1252,2022-12-21,1344524.1435156064
1253,2022-12-22,1330465.488576497
1254,2022-12-23,1337573.180199078
1255,2022-12-27,1339089.007279605
1256,2022-12-28,1324351.353705338
1257,2022-12-29,1338252.8082651836
1258,2022-12-30,1335289.9194351991
1259,2023-01-03,
