,date,open,high,low,close,volume,tic,day
21,2010-01-08,1140.52001953125,1145.3900146484375,1136.219970703125,1144.97998046875,4389590000,^GSPC,4
22,2010-01-08,2292.239990234375,2317.60009765625,2290.610107421875,2317.169921875,2145390000,^IXIC,4
23,2010-01-08,7393.93017578125,7426.41015625,7367.81005859375,7425.35009765625,4389590000,^NYA,4
24,2010-01-08,640.3400268554688,644.6900024414062,639.5599975585938,644.5599975585938,4389590000,^RUT,4
25,2010-01-11,10620.3095703125,10676.23046875,10591.58984375,10663.990234375,182050000,^DJI,0
26,2010-01-11,1145.9599609375,1149.739990234375,1142.02001953125,1146.97998046875,4255780000,^GSPC,0
27,2010-01-11,2324.780029296875,2326.280029296875,2302.2099609375,2312.409912109375,2077890000,^IXIC,0
28,2010-01-11,7425.60986328125,7471.31005859375,7419.56982421875,7449.0498046875,4255780000,^NYA,0
29,2010-01-11,647.3200073242188,648.4000244140625,641.3900146484375,643.989990234375,4255780000,^RUT,0
30,2010-01-12,10662.8603515625,10663.080078125,10568.83984375,10627.259765625,256050000,^DJI,1
31,2010-01-12,1143.81005859375,1143.81005859375,1131.77001953125,1136.219970703125,4716160000,^GSPC,1
32,2010-01-12,2297.280029296875,2298.85009765625,2272.699951171875,2282.31005859375,2368320000,^IXIC,1
33,2010-01-12,7449.0498046875,7449.0498046875,7340.93994140625,7370.4501953125,4716160000,^NYA,1
34,2010-01-12,639.9600219726562,641.1400146484375,633.6199951171875,635.5,4716160000,^RUT,1
35,2010-01-13,10628.08984375,10709.259765625,10614.490234375,10680.76953125,202810000,^DJI,2
36,2010-01-13,1137.31005859375,1148.4000244140625,1133.1800537109375,1145.6800537109375,4170360000,^GSPC,2
37,2010-01-13,2289.4599609375,2313.030029296875,2274.1201171875,2307.89990234375,2318350000,^IXIC,2
38,2010-01-13,7370.47021484375,7441.18017578125,7349.419921875,7430.14013671875,4170360000,^NYA,2
39,2010-01-13,637.1500244140625,644.7899780273438,633.260009765625,643.5599975585938,4170360000,^RUT,2
40,2010-01-14,10680.16015625,10723.76953125,10666.8603515625,10710.5498046875,201320000,^DJI,3
41,2010-01-14,1145.6800537109375,1150.4100341796875,1143.800048828125,1148.4599609375,3915200000,^GSPC,3
42,2010-01-14,2303.31005859375,2322.56005859375,2303.2900390625,2316.739990234375,2254170000,^IXIC,3
43,2010-01-14,7430.14013671875,7458.16015625,7417.9501953125,7448.52001953125,3915200000,^NYA,3
44,2010-01-14,643.5599975585938,647.8699951171875,642.1599731445312,646.4299926757812,3915200000,^RUT,3
45,2010-01-15,10706.990234375,10709.9404296875,10561.0595703125,10609.650390625,362930000,^DJI,4
46,2010-01-15,1147.719970703125,1147.77001953125,1131.3900146484375,1136.030029296875,4758730000,^GSPC,4
47,2010-01-15,2316.97998046875,2322.5400390625,2279.199951171875,2287.989990234375,2637770000,^IXIC,4
48,2010-01-15,7448.509765625,7448.509765625,7326.5400390625,7356.7900390625,4758730000,^NYA,4
49,2010-01-15,647.5700073242188,648.1199951171875,633.6900024414062,637.9600219726562,4758730000,^RUT,4
50,2010-01-19,10608.3701171875,10729.8896484375,10591.9697265625,10725.4296875,192150000,^DJI,1
51,2010-01-19,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,4724830000,^GSPC,1
52,2010-01-19,2291.02001953125,2320.39990234375,2290.679931640625,2320.39990234375,2045290000,^IXIC,1
53,2010-01-19,7356.7900390625,7443.68017578125,7352.4599609375,7443.68017578125,4724830000,^NYA,1
54,2010-01-19,637.9400024414062,649.1500244140625,637.9400024414062,649.1500244140625,4724830000,^RUT,1
55,2010-01-20,10719.6904296875,10719.919921875,10517.2998046875,10603.150390625,203270000,^DJI,2
56,2010-01-20,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,4810560000,^GSPC,2
57,2010-01-20,2304.31005859375,2304.469970703125,2268.679931640625,2291.25,2351890000,^IXIC,2
58,2010-01-20,7443.669921875,7443.669921875,7269.93017578125,7329.830078125,4810560000,^NYA,2
59,2010-01-20,645.780029296875,645.780029296875,633.02001953125,639.6099853515625,4810560000,^RUT,2
60,2010-01-21,10603.91015625,10614.9404296875,10374.6904296875,10389.8798828125,304290000,^DJI,3
61,2010-01-21,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,6874290000,^GSPC,3
62,2010-01-21,2298.22998046875,2308.97998046875,2259.820068359375,2265.699951171875,2877800000,^IXIC,3
63,2010-01-21,7329.83984375,7345.93994140625,7166.6201171875,7174.4599609375,6874290000,^NYA,3
64,2010-01-21,640.1500244140625,643.77001953125,627.6400146484375,628.3599853515625,6874290000,^RUT,3
65,2010-01-22,10389.580078125,10389.580078125,10157.6396484375,10172.98046875,323620000,^DJI,4
66,2010-01-22,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,6208650000,^GSPC,4
67,2010-01-22,2255.760009765625,2262.27001953125,2200.3701171875,2205.2900390625,2817620000,^IXIC,4
68,2010-01-22,7174.4599609375,7174.4599609375,7021.02978515625,7030.60986328125,6208650000,^NYA,4
69,2010-01-22,627.7000122070312,630.5999755859375,615.52001953125,617.1199951171875,6208650000,^RUT,4
70,2010-01-25,10175.099609375,10256.8701171875,10171.76953125,10196.8603515625,215330000,^DJI,0
71,2010-01-25,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,4481390000,^GSPC,0
72,2010-01-25,2220.2900390625,2223.219970703125,2201.169921875,2210.800048828125,2134350000,^IXIC,0
73,2010-01-25,7030.60986328125,7118.22021484375,7030.60986328125,7073.1298828125,4481390000,^NYA,0
74,2010-01-25,618.75,621.780029296875,614.1799926757812,618.1099853515625,4481390000,^RUT,0
75,2010-01-26,10195.349609375,10285.1298828125,10155.599609375,10194.2900390625,217300000,^DJI,1
76,2010-01-26,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,4731910000,^GSPC,1
77,2010-01-26,2203.43994140625,2227.889892578125,2195.43994140625,2203.72998046875,2361260000,^IXIC,1
78,2010-01-26,7073.14013671875,7098.77001953125,7008.97998046875,7028.31982421875,4731910000,^NYA,1
79,2010-01-26,616.4299926757812,619.97998046875,611.9199829101562,612.1599731445312,4731910000,^RUT,1
80,2010-01-27,10194.2900390625,10255.0595703125,10104.3603515625,10236.16015625,262170000,^DJI,2
81,2010-01-27,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,5319120000,^GSPC,2
82,2010-01-27,2200.300048828125,2225.669921875,2192.590087890625,2221.409912109375,2492880000,^IXIC,2
83,2010-01-27,7028.419921875,7044.52001953125,6944.080078125,7035.60986328125,5319120000,^NYA,2
84,2010-01-27,610.2899780273438,618.760009765625,607.9199829101562,618.3800048828125,5319120000,^RUT,2
85,2010-01-28,10236.919921875,10258.830078125,10055.080078125,10120.4599609375,240050000,^DJI,3
86,2010-01-28,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,5452400000,^GSPC,3
87,2010-01-28,2220.31005859375,2220.8701171875,2166.89990234375,2179.0,2829640000,^IXIC,3
88,2010-01-28,7035.6201171875,7061.60986328125,6913.2998046875,6956.990234375,5452400000,^NYA,3
89,2010-01-28,619.6500244140625,620.1799926757812,603.260009765625,607.9299926757812,5452400000,^RUT,3
90,2010-01-29,10122.0400390625,10239.33984375,10043.75,10067.330078125,316900000,^DJI,4
91,2010-01-29,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,5412850000,^GSPC,4
92,2010-01-29,2198.260009765625,2202.840087890625,2140.340087890625,2147.35009765625,3090580000,^IXIC,4
93,2010-01-29,6956.990234375,7029.2900390625,6869.2099609375,6883.77978515625,5412850000,^NYA,4
94,2010-01-29,610.0,616.030029296875,600.530029296875,602.0399780273438,5412850000,^RUT,4
95,2010-02-01,10068.990234375,10190.8896484375,10068.91015625,10185.5302734375,198430000,^DJI,0
96,2010-02-01,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,4077610000,^GSPC,0
97,2010-02-01,2155.81005859375,2171.199951171875,2152.260009765625,2171.199951171875,2234140000,^IXIC,0
98,2010-02-01,6883.7900390625,7008.39013671875,6883.7900390625,7008.22998046875,4077610000,^NYA,0
99,2010-02-01,602.219970703125,609.27001953125,602.219970703125,609.25,4077610000,^RUT,0
100,2010-02-02,10186.1298828125,10314.83984375,10173.58984375,10296.849609375,237140000,^DJI,1
101,2010-02-02,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,4749540000,^GSPC,1
102,2010-02-02,2171.659912109375,2193.659912109375,2161.469970703125,2190.06005859375,2468470000,^IXIC,1
103,2010-02-02,7008.47021484375,7111.52001953125,7005.83984375,7101.43994140625,4749540000,^NYA,1
104,2010-02-02,609.7899780273438,615.5999755859375,607.3499755859375,614.0499877929688,4749540000,^RUT,1
105,2010-02-03,10291.73046875,10307.2001953125,10231.9296875,10270.5498046875,198940000,^DJI,2
106,2010-02-03,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,4285450000,^GSPC,2
107,2010-02-03,2181.010009765625,2194.530029296875,2176.75,2190.909912109375,2303350000,^IXIC,2
108,2010-02-03,7101.43017578125,7101.43017578125,7023.169921875,7042.6201171875,4285450000,^NYA,2
109,2010-02-03,612.260009765625,615.739990234375,606.6400146484375,610.6599731445312,4285450000,^RUT,2
110,2010-02-04,10273.1201171875,10273.1201171875,9998.0302734375,10002.1796875,304240000,^DJI,3
111,2010-02-04,1097.25,1097.25,1062.780029296875,1063.1099853515625,5859690000,^GSPC,3
112,2010-02-04,2176.389892578125,2178.25,2125.429931640625,2125.429931640625,2801390000,^IXIC,3
113,2010-02-04,7042.56982421875,7042.56982421875,6786.27001953125,6787.85986328125,5859690000,^NYA,3
114,2010-02-04,610.6300048828125,610.6300048828125,589.6799926757812,589.6799926757812,5859690000,^RUT,3
115,2010-02-05,10003.6904296875,10031.9599609375,9835.08984375,10012.23046875,308320000,^DJI,4
116,2010-02-05,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,6438900000,^GSPC,4
117,2010-02-05,2131.919921875,2142.27001953125,2100.169921875,2141.1201171875,2811100000,^IXIC,4
118,2010-02-05,6787.85986328125,6799.81005859375,6631.509765625,6782.75,6438900000,^NYA,4
119,2010-02-05,590.0999755859375,592.989990234375,580.489990234375,592.97998046875,6438900000,^RUT,4
120,2010-02-08,10005.4296875,10028.5595703125,9904.08984375,9908.3896484375,216270000,^DJI,0
121,2010-02-08,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,4089820000,^GSPC,0
122,2010-02-08,2140.10009765625,2152.639892578125,2125.110107421875,2126.050048828125,2036280000,^IXIC,0
123,2010-02-08,6782.740234375,6815.97998046875,6712.4501953125,6713.8701171875,4089820000,^NYA,0
124,2010-02-08,592.719970703125,595.2899780273438,586.3699951171875,586.489990234375,4089820000,^RUT,0
125,2010-02-09,9910.2802734375,10139.4296875,9910.0595703125,10058.6396484375,236210000,^DJI,1
126,2010-02-09,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,5114260000,^GSPC,1
127,2010-02-09,2153.10009765625,2166.159912109375,2132.580078125,2150.8701171875,2296420000,^IXIC,1
128,2010-02-09,6713.89990234375,6887.33984375,6713.89990234375,6835.16015625,5114260000,^NYA,1
129,2010-02-09,591.7000122070312,597.3900146484375,588.2100219726562,595.1699829101562,5114260000,^RUT,1
130,2010-02-10,10055.4599609375,10085.5400390625,9962.9599609375,10038.3798828125,178600000,^DJI,2
131,2010-02-10,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,4251450000,^GSPC,2
132,2010-02-10,2147.4599609375,2156.360107421875,2131.080078125,2147.8701171875,2059940000,^IXIC,2
133,2010-02-10,6835.16015625,6850.97998046875,6756.31982421875,6819.1201171875,4251450000,^NYA,2
134,2010-02-10,593.2899780273438,596.8300170898438,587.4299926757812,595.8200073242188,4251450000,^RUT,2
135,2010-02-11,10037.849609375,10161.5703125,9976.7099609375,10144.1904296875,194470000,^DJI,3
136,2010-02-11,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,4400870000,^GSPC,3
137,2010-02-11,2145.090087890625,2179.5400390625,2134.139892578125,2177.409912109375,2141260000,^IXIC,3
138,2010-02-11,6819.1201171875,6901.4501953125,6769.39990234375,6898.72021484375,4400870000,^NYA,3
139,2010-02-11,594.2999877929688,605.5999755859375,590.6099853515625,605.4600219726562,4400870000,^RUT,3
140,2010-02-12,10137.23046875,10137.3896484375,9983.8203125,10099.1396484375,296510000,^DJI,4
141,2010-02-12,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,4160680000,^GSPC,4
142,2010-02-12,2157.68994140625,2184.570068359375,2151.989990234375,2183.530029296875,2236180000,^IXIC,4
143,2010-02-12,6898.72021484375,6898.72021484375,6783.10986328125,6874.56005859375,4160680000,^NYA,4
144,2010-02-12,600.9199829101562,610.719970703125,598.030029296875,610.719970703125,4160680000,^RUT,4
145,2010-02-16,10100.8095703125,10279.5400390625,10100.8095703125,10268.8095703125,234900000,^DJI,1
146,2010-02-16,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,4080770000,^GSPC,1
147,2010-02-16,2200.3798828125,2214.18994140625,2189.179931640625,2214.18994140625,2072850000,^IXIC,1
148,2010-02-16,6874.56005859375,7020.33984375,6874.56005859375,7013.35009765625,4080770000,^NYA,1
149,2010-02-16,613.7999877929688,620.8400268554688,611.5800170898438,620.8400268554688,4080770000,^RUT,1
150,2010-02-17,10261.48046875,10320.1298828125,10261.48046875,10309.240234375,193270000,^DJI,2
151,2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,^GSPC,2
152,2010-02-17,2222.8701171875,2226.320068359375,2212.780029296875,2226.2900390625,2103530000,^IXIC,2
153,2010-02-17,7013.35009765625,7059.89013671875,7008.7001953125,7035.2001953125,4259230000,^NYA,2
154,2010-02-17,622.4099731445312,625.1699829101562,620.3300170898438,624.8300170898438,4259230000,^RUT,2
155,2010-02-18,10309.3896484375,10406.580078125,10294.509765625,10392.900390625,185310000,^DJI,3
156,2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,^GSPC,3
157,2010-02-18,2223.219970703125,2243.5,2221.139892578125,2241.7099609375,2076820000,^IXIC,3
158,2010-02-18,7035.18994140625,7087.66015625,7022.1201171875,7080.3798828125,3878620000,^NYA,3
159,2010-02-18,623.5999755859375,629.3200073242188,622.8900146484375,629.3200073242188,3878620000,^RUT,3
160,2010-02-19,10387.76953125,10438.5498046875,10339.169921875,10402.349609375,241750000,^DJI,4
161,2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,^GSPC,4
162,2010-02-19,2233.330078125,2249.800048828125,2228.929931640625,2243.8701171875,2166660000,^IXIC,4
163,2010-02-19,7080.3798828125,7096.2001953125,7022.52001953125,7083.25,3944280000,^NYA,4
164,2010-02-19,628.6400146484375,632.8400268554688,626.5999755859375,631.6199951171875,3944280000,^RUT,4
165,2010-02-22,10402.4296875,10433.6396484375,10368.9501953125,10383.3798828125,158440000,^DJI,0
166,2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,^GSPC,0
167,2010-02-22,2250.919921875,2251.679931640625,2235.64990234375,2242.030029296875,1976290000,^IXIC,0
168,2010-02-22,7083.25,7109.0400390625,7067.43994140625,7078.52978515625,3814440000,^NYA,0
169,2010-02-22,632.8300170898438,633.5499877929688,630.4600219726562,632.25,3814440000,^RUT,0
170,2010-02-23,10383.16015625,10411.1201171875,10267.830078125,10282.41015625,190740000,^DJI,1
171,2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,^GSPC,1
172,2010-02-23,2238.010009765625,2239.800048828125,2205.699951171875,2213.43994140625,2310910000,^IXIC,1
173,2010-02-23,7078.52978515625,7078.52978515625,6961.85009765625,6974.60009765625,4521050000,^NYA,1
174,2010-02-23,631.3099975585938,631.52001953125,623.77001953125,625.0700073242188,4521050000,^RUT,1
175,2010-02-24,10284.0,10393.509765625,10283.9296875,10374.16015625,181450000,^DJI,2
176,2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,^GSPC,2
177,2010-02-24,2222.39990234375,2241.68994140625,2221.280029296875,2235.89990234375,2155810000,^IXIC,2
178,2010-02-24,6974.60009765625,7043.91015625,6973.080078125,7030.669921875,4168360000,^NYA,2
179,2010-02-24,625.8200073242188,632.280029296875,625.75,630.4299926757812,4168360000,^RUT,2
180,2010-02-25,10366.599609375,10366.6796875,10185.830078125,10321.0302734375,242550000,^DJI,3
181,2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,^GSPC,3
182,2010-02-25,2208.6201171875,2236.2099609375,2198.72998046875,2234.219970703125,2300530000,^IXIC,3
183,2010-02-25,7030.60986328125,7030.60986328125,6896.02001953125,7013.4501953125,4521130000,^NYA,3
184,2010-02-25,624.8099975585938,630.4600219726562,620.6099853515625,630.4600219726562,4521130000,^RUT,3
185,2010-02-26,10321.41015625,10353.4501953125,10272.2900390625,10325.259765625,282120000,^DJI,4
186,2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,^GSPC,4
187,2010-02-26,2234.43994140625,2242.830078125,2222.22998046875,2238.260009765625,2283430000,^IXIC,4
188,2010-02-26,7013.4501953125,7050.0,6968.43017578125,7035.0400390625,3945190000,^NYA,4
189,2010-02-26,630.760009765625,630.8099975585938,625.1599731445312,628.5599975585938,3945190000,^RUT,4
190,2010-03-01,10326.099609375,10413.990234375,10326.099609375,10403.7900390625,173750000,^DJI,0
191,2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,^GSPC,0
192,2010-03-01,2247.39990234375,2274.02001953125,2247.330078125,2273.570068359375,2504940000,^IXIC,0
193,2010-03-01,7035.0498046875,7100.75,7035.0498046875,7100.75,3847640000,^NYA,0
194,2010-03-01,630.6099853515625,642.6500244140625,630.6099853515625,642.6500244140625,3847640000,^RUT,0
195,2010-03-02,10404.16015625,10456.919921875,10389.4296875,10405.98046875,217180000,^DJI,1
196,2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,^GSPC,1
197,2010-03-02,2279.070068359375,2292.489990234375,2275.35009765625,2280.7900390625,2831870000,^IXIC,1
198,2010-03-02,7100.7998046875,7168.1201171875,7100.7998046875,7135.97021484375,4134680000,^NYA,1
199,2010-03-02,643.4299926757812,650.260009765625,643.4299926757812,648.3099975585938,4134680000,^RUT,1
200,2010-03-03,10406.2802734375,10469.5400390625,10376.580078125,10396.759765625,183290000,^DJI,2
201,2010-03-03,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,3951320000,^GSPC,2
202,2010-03-03,2284.820068359375,2293.320068359375,2275.25,2280.679931640625,2603510000,^IXIC,2
203,2010-03-03,7135.97021484375,7212.27978515625,7135.97021484375,7164.66015625,3951320000,^NYA,2
204,2010-03-03,649.5499877929688,653.8800048828125,647.6400146484375,649.260009765625,3951320000,^RUT,2
205,2010-03-04,10396.5302734375,10452.3798828125,10390.8603515625,10444.1396484375,165740000,^DJI,3
206,2010-03-04,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,3945010000,^GSPC,3
207,2010-03-04,2282.570068359375,2293.159912109375,2273.6298828125,2292.31005859375,2186020000,^IXIC,3
208,2010-03-04,7164.669921875,7193.0,7138.22021484375,7173.06982421875,3945010000,^NYA,3
209,2010-03-04,650.25,652.510009765625,648.1799926757812,652.469970703125,3945010000,^RUT,3
210,2010-03-05,10445.1298828125,10571.9404296875,10445.0498046875,10566.2001953125,184270000,^DJI,4
211,2010-03-05,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,4133000000,^GSPC,4
212,2010-03-05,2304.010009765625,2327.030029296875,2301.10009765625,2326.35009765625,2411880000,^IXIC,4
213,2010-03-05,7173.2099609375,7294.0400390625,7173.2099609375,7291.31005859375,4133000000,^NYA,4
214,2010-03-05,654.8699951171875,666.02001953125,654.8699951171875,666.02001953125,4133000000,^RUT,4
215,2010-03-08,10563.7802734375,10587.740234375,10542.3896484375,10552.51953125,171780000,^DJI,0
216,2010-03-08,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,3774680000,^GSPC,0
217,2010-03-08,2326.25,2335.429931640625,2326.110107421875,2332.2099609375,2312310000,^IXIC,0
218,2010-03-08,7291.31005859375,7317.39990234375,7278.419921875,7292.52978515625,3774680000,^NYA,0
219,2010-03-08,665.9600219726562,668.1599731445312,664.989990234375,667.1099853515625,3774680000,^RUT,0
220,2010-03-09,10552.240234375,10612.599609375,10533.9296875,10564.3798828125,219860000,^DJI,1
221,2010-03-09,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,5185570000,^GSPC,1
222,2010-03-09,2325.780029296875,2353.070068359375,2325.739990234375,2340.679931640625,2620360000,^IXIC,1
223,2010-03-09,7292.52978515625,7323.9501953125,7256.18994140625,7294.02001953125,5185570000,^NYA,1
224,2010-03-09,665.260009765625,673.4299926757812,664.5999755859375,669.6300048828125,5185570000,^RUT,1
225,2010-03-10,10560.1298828125,10601.7900390625,10526.51953125,10567.330078125,186570000,^DJI,2
226,2010-03-10,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,5469120000,^GSPC,2
227,2010-03-10,2340.949951171875,2361.659912109375,2340.68994140625,2358.949951171875,2554740000,^IXIC,2
228,2010-03-10,7294.0400390625,7351.8701171875,7292.43994140625,7327.669921875,5469120000,^NYA,2
229,2010-03-10,670.0900268554688,677.469970703125,669.8599853515625,674.9299926757812,5469120000,^RUT,2
230,2010-03-11,10560.98046875,10611.83984375,10507.169921875,10611.83984375,150000000,^DJI,3
231,2010-03-11,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,4669060000,^GSPC,3
232,2010-03-11,2351.110107421875,2368.4599609375,2347.530029296875,2368.4599609375,2256790000,^IXIC,3
233,2010-03-11,7327.669921875,7353.240234375,7276.27001953125,7353.240234375,4669060000,^NYA,3
234,2010-03-11,671.6699829101562,677.219970703125,668.9000244140625,677.219970703125,4669060000,^RUT,3
235,2010-03-12,10611.76953125,10644.9501953125,10594.83984375,10624.6904296875,166140000,^DJI,4
236,2010-03-12,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,4928160000,^GSPC,4
237,2010-03-12,2376.070068359375,2376.280029296875,2358.080078125,2367.659912109375,2098780000,^IXIC,4
238,2010-03-12,7353.240234375,7387.22021484375,7343.4599609375,7362.85009765625,4928160000,^NYA,4
239,2010-03-12,678.9000244140625,678.9000244140625,672.5700073242188,676.5900268554688,4928160000,^RUT,4
240,2010-03-15,10623.41015625,10644.1904296875,10570.509765625,10642.150390625,160570000,^DJI,0
241,2010-03-15,1148.530029296875,1150.97998046875,1141.449951171875,1150.510009765625,4164110000,^GSPC,0
242,2010-03-15,2361.919921875,2367.39990234375,2345.989990234375,2362.2099609375,1956170000,^IXIC,0
243,2010-03-15,7362.81005859375,7362.81005859375,7294.2998046875,7350.9599609375,4164110000,^NYA,0
244,2010-03-15,675.3499755859375,676.2100219726562,669.4000244140625,674.4099731445312,4164110000,^RUT,0
245,2010-03-16,10642.5302734375,10693.990234375,10621.900390625,10685.98046875,227410000,^DJI,1
246,2010-03-16,1150.8299560546875,1160.280029296875,1150.3499755859375,1159.4599609375,4369770000,^GSPC,1
247,2010-03-16,2367.320068359375,2378.840087890625,2360.669921875,2378.010009765625,2201880000,^IXIC,1
248,2010-03-16,7350.9599609375,7429.97021484375,7350.9599609375,7426.7001953125,4369770000,^NYA,1
249,2010-03-16,674.6400146484375,679.5800170898438,673.0499877929688,679.5800170898438,4369770000,^RUT,1
250,2010-03-17,10686.3603515625,10767.98046875,10686.3603515625,10733.669921875,194190000,^DJI,2
251,2010-03-17,1159.93994140625,1169.8399658203125,1159.93994140625,1166.2099609375,4963200000,^GSPC,2
252,2010-03-17,2381.64990234375,2400.090087890625,2381.469970703125,2389.090087890625,2281410000,^IXIC,2
253,2010-03-17,7426.7001953125,7497.8798828125,7426.7001953125,7474.1298828125,4963200000,^NYA,2
254,2010-03-17,680.3599853515625,686.9400024414062,680.22998046875,683.97998046875,4963200000,^RUT,2
255,2010-03-18,10733.4404296875,10784.0,10728.150390625,10779.169921875,153280000,^DJI,3
256,2010-03-18,1166.1300048828125,1167.77001953125,1161.1600341796875,1165.8299560546875,4234510000,^GSPC,3
257,2010-03-18,2387.5400390625,2393.8701171875,2383.260009765625,2391.280029296875,2173060000,^IXIC,3
258,2010-03-18,7474.14013671875,7475.97998046875,7412.64990234375,7443.56982421875,4234510000,^NYA,3
259,2010-03-18,682.0700073242188,685.969970703125,680.780029296875,681.6099853515625,4234510000,^RUT,3
260,2010-03-19,10780.0,10819.900390625,10694.2197265625,10741.98046875,434190000,^DJI,4
261,2010-03-19,1166.6800537109375,1169.199951171875,1155.3299560546875,1159.9000244140625,5212410000,^GSPC,4
262,2010-03-19,2391.199951171875,2396.919921875,2364.530029296875,2374.409912109375,3055760000,^IXIC,4
263,2010-03-19,7443.60986328125,7459.2900390625,7364.77001953125,7386.85009765625,5212410000,^NYA,4
264,2010-03-19,682.4000244140625,683.6199951171875,671.1699829101562,673.8900146484375,5212410000,^RUT,4
265,2010-03-22,10741.0,10809.849609375,10695.1298828125,10785.8896484375,157200000,^DJI,0
266,2010-03-22,1157.25,1167.8199462890625,1152.8800048828125,1165.81005859375,4261680000,^GSPC,0
