date,ensemble
2018-11-08,1017335.9570545662
2018-11-09,1005968.6853260506
2018-11-12,983774.4472889412
2018-11-13,980306.6535877694
2018-11-14,972333.1291737068
2018-11-15,982364.0638660896
2018-11-16,986313.1316151132
2018-11-19,969421.9511951912
2018-11-20,949211.2854237068
2018-11-21,953291.0691151132
2018-11-23,948729.0282215584
2018-11-26,961621.2148670662
2018-11-27,961651.6661610116
2018-11-28,985703.6100086678
2018-11-29,983923.406151246
2018-11-30,990791.995628785
2018-12-03,1001621.1406483162
2018-12-04,966309.0752186287
2018-12-06,963533.2523426522
2018-12-07,942761.3395008552
2018-12-10,942590.5457996834
2018-12-11,940579.4342274178
2018-12-12,947897.653465699
2018-12-13,944902.489036988
2018-12-14,927321.2934803476
2018-12-17,907166.812401246
2018-12-18,909111.5047840584
2018-12-19,894006.6469959725
2018-12-20,876993.0869373787
2018-12-21,859000.2574696053
2018-12-24,836656.6461414803
2018-12-26,878294.7192615975
2018-12-27,885492.473778199
2018-12-28,884804.8766102303
2018-12-31,893962.7739490975
2019-01-02,896016.5804676522
2019-01-03,873514.0160145272
2019-01-04,903567.4111561287
2019-01-07,911364.3958973396
2019-01-08,922534.3371815194
2019-01-09,927529.1372303476
2019-01-10,932132.0165028084
2019-01-11,932392.1178211678
2019-01-14,927049.8755115976
2019-01-15,933742.6867908944
2019-01-16,939442.750755738
2019-01-17,946352.3369373787
2019-01-18,958343.0869373787
2019-01-22,945158.828880738
2019-01-23,948928.9768299568
2019-01-24,950509.0804676522
2019-01-25,959219.7215809334
2019-01-28,951803.2636951912
2019-01-29,952703.321068238
2019-01-30,967310.04836316
2019-01-31,969573.3844227304
2019-02-01,971803.3137440194
2019-02-04,979665.1230701912
2019-02-05,984713.9907459724
2019-02-06,983691.581566285
2019-02-07,975312.4498524178
2019-02-08,973831.152244996
2019-02-11,975129.0766834724
2019-02-12,988918.2368397224
2019-02-13,992976.71242566
2019-02-14,990738.0802235116
2019-02-15,1007420.2470936287
2019-02-19,1008741.9289783944
2019-02-20,1011914.5101551522
2019-02-21,1007914.0598377694
2019-02-22,1015715.3637928476
2019-02-25,1017012.7192615976
2019-02-26,1013716.2251209724
2019-02-27,1012583.3215565194
2019-02-28,1009613.6574940194
2019-03-01,1015483.148338746
2019-03-04,1007085.11476941
2019-03-05,1005221.5456776132
2019-03-06,995058.130028199
2019-03-07,987042.6803211678
2019-03-08,986053.253903199
2019-03-11,997031.2644350594
2019-03-12,994760.085724122
2019-03-13,999924.8684389656
2019-03-14,998797.7200014656
2019-03-15,1003278.7165834968
2019-03-18,1007161.7820131844
2019-03-19,1004617.0315249033
2019-03-20,998476.9363100594
2019-03-21,1008228.7619936533
2019-03-22,984317.6282045906
