date,ensemble,dji
2020-04-27,1129471.346635988,972195.0452297278
2020-04-28,1115885.3600637224,970896.7652206041
2020-04-29,1153357.99971216,992340.0613994155
2020-04-30,1148431.8571340349,980732.8039661703
2020-05-01,1112698.8188039567,955675.1579261918
2020-05-04,1124345.4679738786,956725.3634629339
2020-05-05,1136473.7792531757,962096.3764211076
2020-05-06,1139218.9506398942,953296.459694822
2020-05-07,1154662.5331594257,961806.3661118154
2020-05-08,1173154.8483449724,980152.7046687175
2020-05-11,1180291.5019094257,975748.4976466757
2020-05-12,1155966.2836477067,957330.4039617013
2020-05-13,1137567.6049367692,936511.5032833086
2020-05-14,1148515.0854055192,951713.2835028588
2020-05-15,1156595.865434816,954133.5241767968
2020-05-18,1186651.6027395036,990870.1040992242
2020-05-19,1178922.2284719257,975138.9724524037
2020-05-20,1202321.939653566,990005.2659766687
2020-05-21,1191175.99189966,985905.1527813806
2020-05-22,1195764.642778566,985544.2528115696
2020-05-26,1200560.1171438005,1006892.5049172326
2020-05-27,1211722.2074758315,1029175.7766961531
2020-05-28,1206815.604448488,1023228.7557416888
2020-05-29,1220201.219682863,1022522.5342180299
2020-06-01,1227435.561479738,1026225.0044119174
2020-06-02,1235301.5871145036,1037006.1337259093
2020-06-03,1246497.0688039567,1058245.2582409622
2020-06-04,1238850.7284719257,1058725.8287697623
2020-06-05,1265938.3844777849,1092127.3688141985
2020-06-08,1280428.3131887224,1110716.5890381609
2020-06-09,1281084.6266652849,1098625.92863685
2020-06-10,1286228.0241262224,1087253.4489472099
2020-06-11,1216730.5683156757,1012252.6601915532
2020-06-12,1229828.164995363,1031482.7984783193
2020-06-15,1245799.0836965349,1037832.3405240311
2020-06-16,1267959.4835988786,1059054.5490823567
2020-06-17,1268424.2492238786,1052191.3913830745
2020-06-18,1271840.8610402849,1050599.796552182
2020-06-19,1270581.4835988786,1042195.0837823732
2020-06-22,1283408.209184816,1048378.6134155495
2020-06-23,1292092.4379445815,1053661.3486832657
2020-06-24,1262666.9818898942,1025053.5547388165
2020-06-25,1276425.25361841,1037124.938817345
2020-06-26,1243798.0397512224,1007715.9579549568
2020-06-29,1259424.0109426286,1031090.5056399766
2020-06-30,1282073.3793508315,1039835.2684794436
2020-07-01,1293045.150591066,1036696.7684149662
2020-07-02,1299604.49189966,1040418.5149316363
2020-07-06,1326630.7292043474,1058935.6653120525
2020-07-07,1318767.8106252458,1042949.1420580803
2020-07-08,1326702.808531496,1050083.3484593458
2020-07-09,1321960.5062681905,1035533.343986452
2020-07-10,1337843.588097048,1050406.4825722766
2020-07-13,1327469.5738603538,1050829.4601693342
2020-07-14,1337971.602106081,1073258.9172859283
2020-07-15,1336633.7957042258,1082423.8252831867
2020-07-16,1336633.7957042258,1076969.8847976138
2020-07-17,1340661.5365189232,1074441.618037225
2020-07-20,1341740.3707503686,1074800.944429666
2020-07-21,1350750.0926490503,1081227.434408771
2020-07-22,1353166.4361507597,1087891.92796509
2020-07-23,1335125.3488001735,1073651.2888031392
2020-07-24,1328801.924448611,1066301.9743753942
2020-07-27,1342687.2673751249,1070929.7080628453
2020-07-28,1334332.478983401,1062651.8256290592
2020-07-29,1350781.2412734402,1069108.921688011
2020-07-30,1345333.6356381865,1060008.0582897118
2020-07-31,1355642.2962827175,1064627.3733382334
2020-08-03,1365367.152239749,1074137.5242104714
2020-08-04,1370293.7118100617,1080746.8638799712
2020-08-05,1379095.3558530302,1095774.6064423989
2020-08-06,1387950.771380374,1103245.637079714
2020-08-07,1388828.499895999,1105118.8235809694
2020-08-10,1392633.1356381865,1119538.6932053638
2020-08-11,1381546.2035092802,1115327.8788420956
2020-08-12,1400863.5081967802,1127007.2847977555
2020-08-13,1397998.5594663117,1123779.7989330045
2020-08-14,1397758.5081967802,1125161.4785427384
2020-08-17,1401542.423724124,1121692.6845882966
2020-08-18,1404767.499895999,1119000.1363504792
2020-08-19,1398586.5081967802,1115568.400143101
2020-08-20,1402999.7118100617,1117455.6701618182
2020-08-21,1407822.771380374,1125133.7049021577
2020-08-24,1421948.499895999,1140366.169880423
2020-08-25,1427057.2962827175,1137948.2895725402
2020-08-26,1441592.7796811552,1141311.1817699804
2020-08-27,1444002.2879819365,1147770.6381949873
2020-08-28,1453714.7118100617,1154280.4490958343
2020-08-31,1450526.9320249052,1145264.2441600414
2020-09-01,1461431.6273374052,1153949.7618115274
2020-09-02,1483866.3641538117,1172272.3393501425
2020-09-03,1431793.4320249052,1139732.4902735215
2020-09-04,1420159.9915952175,1133310.4849899209
2020-09-08,1380780.3641538117,1107834.3460483893
2020-09-09,1408567.9915952175,1125542.2055874113
2020-09-10,1383823.2035092802,1109191.477851151
2020-09-11,1384560.1356381865,1114471.0659641272
2020-09-14,1402184.1439389675,1127671.5704845036
2020-09-15,1409495.347552249,1127762.995329701
2020-09-16,1402991.423724124,1129244.675781299
2020-09-17,1391200.7118100617,1123991.6811258756
2020-09-18,1375659.1356381865,1114139.9066066095
2020-09-21,1359757.4320249052,1093606.5315420043
2020-09-22,1358399.0731606474,1099265.5878377575
2020-09-23,1358399.0731606474,1078114.741013162
2020-09-24,1359439.471529788,1080221.918469337
2020-09-25,1366356.1976289093,1094664.4476078595
2020-09-28,1391353.2722884552,1111184.728305738
2020-09-29,1386354.9851217072,1105891.4500696426
2020-09-30,1398471.0370284456,1119146.3216881528
2020-10-01,1404300.710520633,1120564.3509351336
2020-10-02,1395088.878489383,1115162.7318971136
2020-10-05,1420995.5509591098,1133928.0354287797
2020-10-06,1400728.1554220004,1118786.2085070268
2020-10-07,1426311.1569796177,1140164.7519770623
2020-10-08,1433065.5983858677,1145081.315790778
2020-10-09,1449002.9157686802,1151582.7080526957
2020-10-12,1477857.9460421177,1161678.5444220498
2020-10-13,1474151.065182743,1155325.4618272553
2020-10-14,1463433.182370243,1148646.0192859215
2020-10-15,1458543.1599093052,1147848.3729170654
2020-10-16,1456937.2770968052,1152364.6186478517
2020-10-19,1433959.7224093052,1135812.4730082306
2020-10-20,1439008.6569796177,1140379.3879303313
2020-10-21,1434703.8044405552,1136432.8558863557
2020-10-22,1439071.5866671177,1142589.7920619787
2020-10-23,1442102.5114718052,1141458.2325752075
2020-10-26,1415334.0837374302,1115266.2732880597
2020-10-27,1417566.791745243,1106315.6078497279
2020-10-28,1366133.9099093052,1068318.5137750572
2020-10-29,1383499.369870243,1073924.383155704
2020-10-30,1358079.7038546177,1067579.3258054967
2020-11-02,1369098.0759249302,1084637.455248443
2020-11-03,1395378.3874483677,1106993.9770539375
2020-11-04,1437335.5388155552,1121803.464435145
2020-11-05,1471470.772213993,1143658.093738476
2020-11-06,1470692.4890108677,1140967.984545582
2020-11-09,1469819.8181124302,1174587.465055764
2020-11-10,1461016.6013155552,1185180.0011219606
2020-11-11,1479923.9421358677,1184241.834293963
2020-11-12,1468149.3991671177,1171453.3710079226
2020-11-13,1484878.4060030552,1187552.3263649822
2020-11-16,1500750.8044405552,1206510.9438765536
2020-11-17,1495852.7038546177,1199779.966676352
2020-11-18,1481876.459713993,1185884.9637837235
2020-11-19,1491196.3981905552,1187690.0930637259
2020-11-20,1483332.2087374302,1178837.7762110191
2020-11-23,1491034.4157686802,1192042.2933536891
2020-11-24,1511730.2106905552,1210370.1423764937
2020-11-25,1513557.787838993,1203370.083446021
2020-11-27,1523452.346432743,1204896.768210401
2020-11-30,1518242.8835421177,1193950.5706302954
2020-12-01,1534371.3513155552,1201414.2841328403
2020-12-02,1534912.6872530552,1203826.0274889804
2020-12-03,1538678.299557743,1207279.557742933
2020-12-04,1550132.0983858677,1217299.70504079
2020-12-07,1552232.8337374302,1211318.773494002
2020-12-08,1559216.3991671177,1215511.963790726
2020-12-09,1537193.1989718052,1211279.3553808832
2020-12-10,1541560.1638155552,1208477.6008735872
2020-12-11,1540042.0485811802,1210375.3351818146
2020-12-14,1542060.2399874302,1202930.189892236
2020-12-15,1560668.7770968052,1216536.3626585999
2020-12-16,1565147.5231905552,1214732.8069559673
2020-12-17,1576522.0788546177,1220728.2154145592
2020-12-18,1573652.5075655552,1215720.226755646
2020-12-21,1573199.311276493,1217226.7697296902
2020-12-22,1575211.572995243,1209132.20905951
2020-12-23,1574099.8239718052,1213737.44059057
2020-12-24,1578080.9577608677,1216558.864814991
2020-12-28,1589409.908932743,1224780.8065732731
2020-12-29,1584165.1794405552,1222029.4065418176
2020-12-30,1587063.0827608677,1225005.9854949212
2020-12-31,1591927.9841280552,1232938.6250537278
2021-01-04,1569668.0602999302,1217526.5362186763
2021-01-05,1584977.251705692,1224282.4546201923
2021-01-06,1584492.7246220738,1241918.6377100106
2021-01-07,1623711.2580693394,1250447.8991286552
2021-01-08,1637709.0300419957,1252737.611559751
2021-01-11,1619763.905530277,1249141.0431228648
2021-01-12,1627383.8505986363,1251558.0579631943
2021-01-13,1631873.0764287144,1251226.9772845453
2021-01-14,1634492.93018848,1248449.3771898788
2021-01-15,1618918.6833623082,1241308.7191213963
2021-01-19,1643198.0236943394,1245992.078768877
2021-01-20,1672243.1201298863,1256379.6563826303
2021-01-21,1678259.1972783238,1255881.3044295495
2021-01-22,1682332.682874027,1248669.3633062055
2021-01-25,1691814.705579105,1247179.6576100206
2021-01-26,1689387.7927373082,1246254.7088319312
2021-01-27,1646840.9411748082,1220720.1901699721
2021-01-28,1653818.4060185582,1232812.8962218643
2021-01-29,1621709.6838505894,1207807.2569139646
2021-02-01,1662945.7214482457,1217043.9200392952
2021-02-02,1688113.19190723,1236201.5950881727
2021-02-03,1688705.5075810582,1237656.603403349
2021-02-04,1711077.8457158238,1251041.216476016
2021-02-05,1722684.2050908238,1254762.6482772122
2021-02-08,1742568.331311527,1264330.7854755349
2021-02-09,1745668.1093876988,1263930.7821080792
2021-02-10,1740197.19190723,1266427.1839267253
2021-02-11,1746237.9245732457,1266141.1075608584
2021-02-12,1754173.5896123082,1267257.0099527983
2021-02-16,1747329.3674443394,1269849.242633278
2021-02-17,1736777.5544560582,1273485.622577625
2021-02-18,1722153.7854130894,1268664.4962314002
2021-02-19,1728014.84815723,1268703.9930233874
2021-02-22,1689564.9441044957,1269806.5200076823
2021-02-23,1680241.4253056676,1270437.3671753178
2021-02-24,1699940.5869267613,1287538.1405649912
2021-02-25,1639753.0566533238,1264985.3936614573
2021-02-26,1647717.3010380894,1246066.5876573469
2021-03-01,1698038.4636357457,1270363.2516811904
2021-03-02,1668769.323499027,1264562.809458742
2021-03-03,1627381.2822392613,1259671.1868463408
2021-03-04,1591611.1308720738,1245735.113584355
2021-03-05,1617426.9365361363,1268783.7733960468
2021-03-08,1584927.7631962926,1281116.1352813907
2021-03-09,1639361.1479619176,1282336.7592473044
2021-03-10,1642924.809827152,1301039.5917573813
2021-03-11,1683886.3838017613,1308635.8791533492
2021-03-12,1676814.2002080113,1320441.0139408726
2021-03-15,1692663.3261845738,1327483.4021025982
2021-03-16,1689838.604016605,1322346.7734936872
2021-03-17,1697334.4885380894,1329977.364876321
2021-03-18,1646210.438733402,1323811.1445942149
2021-03-19,1658925.9885380894,1314371.4899881533
2021-03-22,1674362.661389652,1318529.9042250002
2021-03-23,1649983.79346973,1306120.5944062627
2021-03-24,1616082.842297855,1305996.1244362954
2021-03-25,1622722.0263798863,1314029.4729467826
2021-03-26,1643989.8569462926,1332293.9854804443
2021-03-29,1629106.403577152,1336261.6034611778
2021-03-30,1631315.3752568394,1332055.5885088884
2021-03-31,1655571.982922855,1328614.96158937
2021-04-01,1684133.2963994176,1335530.0473418618
2021-04-05,1709595.0705693394,1350595.3197245642
2021-04-06,1708236.6557744176,1346689.7006922087
2021-04-07,1701031.587547367,1347335.1821293854
2021-04-08,1705931.167622318,1349643.7774889213
2021-04-09,1713432.5260207555,1361609.2598104484
2021-04-12,1715688.329731693,1359385.4802711557
2021-04-13,1714084.0768020055,1356641.003980128
2021-04-14,1718112.8756301303,1358801.0536359353
2021-04-15,1730645.4518020055,1371091.4796843687
2021-04-16,1738090.6280715368,1377725.5245185778
2021-04-19,1729644.257466068,1372768.913160795
2021-04-20,1712180.3712355993,1362443.0984588147
2021-04-21,1731157.851216068,1375173.0246666907
2021-04-22,1721383.4561965368,1362225.4727085428
2021-04-23,1740194.2935988803,1371393.6065394098
2021-04-26,1743969.2096145055,1368899.329050213
2021-04-27,1747402.9679152868,1369034.6567040337
2021-04-28,1752623.2013137245,1362405.9620328825
2021-04-29,1758415.5938918493,1372073.2346055156
2021-04-30,1741621.6119582555,1364600.3156753562
2021-05-03,1752965.4889113803,1374203.0715758188
2021-05-04,1749088.6236770055,1375000.7179446751
2021-05-05,1755419.6002395055,1378920.6565310974
2021-05-06,1767350.901997318,1391738.545713957
2021-05-07,1781380.7003371618,1400972.7697943642
2021-05-10,1773461.3722121618,1399565.2048368936
2021-05-11,1756175.5763137245,1380484.4777214096
2021-05-12,1722632.9244582555,1353031.2174933336
2021-05-13,1737519.021137943,1370505.7941872524
2021-05-14,1762589.4268996618,1385035.2634754675
2021-05-17,1763392.234028568,1382846.259996052
2021-05-18,1754237.1139113803,1372085.3511512645
2021-05-19,1743053.0772902868,1365453.8240408476
2021-05-20,1755629.4146926303,1373031.5432238493
2021-05-21,1758252.9835402868,1378014.275965974
2021-05-24,1767890.944966068,1385512.6868495273
2021-05-25,1759910.525044193,1382228.7882360616
2021-05-26,1766527.9342238803,1382655.38506107
2021-05-27,1775091.569966068,1388359.1309541317
2021-05-28,1777631.8702590368,1390969.853168709
2021-06-01,1787009.437153568,1392817.2330010962
2021-06-02,1790294.064106693,1393827.1549571662
2021-06-03,1785825.3370559118,1392886.9424785872
2021-06-04,1794037.2188918493,1400111.8656152338
2021-06-07,1794093.8272902868,1395029.9974987986
2021-06-08,1791545.7935988803,1393804.6528007751
2021-06-09,1784531.673481693,1387654.1682923688
2021-06-10,1787914.2804152868,1388423.4902685648
2021-06-11,1792577.0401809118,1388961.811086844
2021-06-14,1789106.2052199745,1385503.4027430443
2021-06-15,1788390.4420363803,1381699.7515242654
2021-06-16,1776271.118794193,1370998.1665463273
2021-06-17,1762240.5753371618,1362529.645214165
2021-06-18,1733541.2447707555,1341043.5477308896
2021-06-21,1762278.823872318,1364685.6035688107
2021-06-22,1766262.6085402868,1367449.4348614893
2021-06-23,1765040.4654738803,1364575.610510647
2021-06-24,1778010.8619582555,1377570.3697898951
2021-06-25,1788743.253559818,1387118.3651978818
2021-06-28,1779650.8487746618,1381052.8538674559
2021-06-29,1776853.946919193,1381416.1928821902
2021-06-30,1777692.0318801303,1389884.7142143524
2021-07-01,1786874.8839309118,1395162.6500710903
2021-07-02,1790533.3717238803,1401318.7994580285
2021-07-06,1776389.913716068,1392900.3178862324
2021-07-07,1771170.138145756,1397106.647553996
2021-07-08,1757460.2717033732,1386638.581457767
2021-07-09,1778689.1081291544,1404694.9097053767
2021-07-12,1782007.4689689982,1409771.4276587537
2021-07-13,1769999.4201408732,1405445.3487531326
2021-07-14,1761206.501195561,1407235.6077269888
2021-07-15,1749471.140355717,1409402.4237654873
2021-07-16,1734064.1369377482,1397350.8667618209
2021-07-19,1714280.6906486857,1368112.5403652098
2021-07-20,1745796.4318596232,1390266.464084316
2021-07-21,1764824.210668217,1401788.0402297643
2021-07-22,1764608.954808842,1402809.2919428982
2021-07-23,1780957.013402592,1412404.809387459
2021-07-26,1782437.409886967,1415738.5904035543
2021-07-27,1761100.9753166544,1412282.6997835464
2021-07-28,1776096.9772697794,1407142.9240198955
2021-07-29,1779938.6974846232,1413330.5449542338
2021-07-30,1767575.3053947794,1407325.77371029
2021-08-02,1766733.6960197794,1403405.8351238677
2021-08-03,1775759.341527592,1414614.2693726846
2021-08-04,1773427.602758061,1401573.4042764956
2021-08-05,1790655.0685783732,1412513.5435837263
2021-08-06,1786706.614476811,1418324.9221688963
2021-08-09,1787081.054418217,1414028.2691600944
2021-08-10,1780789.0470939982,1420587.254353754
2021-08-11,1780253.7951408732,1429461.601289641
2021-08-12,1784246.8635002482,1430061.1342676135
2021-08-13,1781663.1701408732,1430686.631272191
2021-08-16,1776737.489965092,1435118.6119348134
2021-08-17,1758416.4733635294,1423753.9214531546
2021-08-18,1742948.2853752482,1408341.832618103
2021-08-19,1740429.177465092,1405660.1420641385
2021-08-20,1762615.325902592,1414762.5003609392
2021-08-23,1790998.1711174357,1423448.9621588476
2021-08-24,1801963.583226811,1424679.6570199295
2021-08-25,1805390.9128166544,1426260.3154881003
2021-08-26,1792179.3210197794,1418510.6042985572
2021-08-27,1819725.460668217,1428286.6110674574
2021-08-30,1831236.630101811,1426032.3041271865
2021-08-31,1831789.761449467,1424456.8384643362
2021-09-01,1838699.9733635292,1422515.2013474859
2021-09-02,1843426.388402592,1427803.9948880766
2021-09-03,1844719.977758061,1424793.5840215178
2021-09-07,1843236.8498283727,1413953.681592756
2021-09-08,1830745.3385979044,1411176.9469656432
2021-09-09,1826929.1276604044,1405066.2739646982
2021-09-10,1810728.1359611857,1394122.8301449902
2021-09-13,1811804.2677971232,1404673.5090531446
2021-09-14,1800482.489965092,1392908.3431308193
2021-09-15,1816256.6047111857,1402448.3132942189
2021-09-16,1817997.2345939984,1399907.615272607
2021-09-17,1805225.937230717,1393202.7594567474
2021-09-20,1764790.0060783732,1368452.1183616573
2021-09-21,1768555.423070561,1366412.6047323924
2021-09-22,1788135.536840092,1380047.810001233
2021-09-23,1809442.3444572797,1400451.443611681
2021-09-24,1807312.585179936,1401788.0402297643
2021-09-27,1804843.939183842,1404663.1234425027
2021-09-28,1755896.9299064982,1381726.3449818185
2021-09-29,1751887.3464104044,1385381.2931391317
2021-09-30,1742468.1413322794,1363354.3571137853
2021-10-01,1759663.796605717,1382792.7583654718
2021-10-04,1725754.856664311,1369759.4464406583
2021-10-05,1736359.8234445842,1382317.8527152038
2021-10-06,1736419.3155434611,1386439.523920461
2021-10-07,1756867.904166508,1400053.4858948067
2021-10-08,1752237.396354008,1399703.3649299801
2021-10-11,1740556.0887368205,1389624.7592328275
2021-10-12,1740029.3336098674,1384882.626470577
2021-10-13,1741974.7586586955,1384861.2258183449
2021-10-14,1768369.798697758,1406402.8705827813
2021-10-15,1779189.5474770549,1421799.38100187
2021-10-18,1778518.865104008,1420343.035145929
2021-10-19,1787332.4437172893,1428347.3511539397
2021-10-20,1796035.8336098674,1434471.7142780037
2021-10-21,1797457.462760258,1434219.4698255917
2021-10-22,1798719.4429848674,1437198.0944292764
2021-10-25,1806349.1434243205,1439781.4363976156
2021-10-26,1802661.2266762736,1440415.116004517
2021-10-27,1782495.3792641645,1429692.130374347
2021-10-28,1802248.1548989296,1439351.6924178668
2021-10-29,1805075.3511879924,1442940.0782524291
2021-11-01,1823818.1085122111,1446738.064592676
2021-11-02,1829490.6341469768,1452328.9849883078
2021-11-03,1843875.9876626015,1456556.7153083035
2021-11-04,1842270.392447758,1455213.3523075292
2021-11-05,1858032.6173012736,1463419.8730075855
2021-11-08,1863021.0589516645,1467620.223081343
2021-11-09,1855265.219840336,1463098.8632241043
2021-11-10,1837487.8516762736,1453429.2302854161
2021-11-11,1837079.4324868205,1447035.7854310812
2021-11-12,1843841.3236001015,1454249.6935261376
2021-11-15,1840637.329947758,1453731.6718559314
2021-11-16,1843542.4664223676,1455937.984686417
2021-11-17,1829220.202994633,1447431.3827819007
2021-11-18,1823754.669791508,1445010.2766404091
2021-11-19,1809400.0374672893,1434175.2523014946
2021-11-22,1806975.6988442424,1434870.9308567743
2021-11-23,1812700.4778969768,1442708.13294809
2021-11-24,1813298.096793461,1442328.5860864446
2021-11-26,1760719.1636879924,1405870.3720007716
2021-11-29,1767753.82677393,1415401.5301308988
2021-11-30,1734595.3890297893,1389127.6661416425
2021-12-01,1705768.3321450236,1370529.5552055393
2021-12-02,1741793.9219887736,1395414.7371657651
2021-12-03,1727773.6451333049,1393009.3667979739
2021-12-06,1761033.38146143,1419070.9552000163
2021-12-07,1790603.993277836,1438906.5273798923
2021-12-08,1796374.4639809611,1440329.356037852
2021-12-09,1783239.9717934611,1440326.9956717968
2021-12-10,1788452.0904458049,1449040.2082849948
2021-12-13,1769586.6973793986,1436147.8888925344
2021-12-14,1760639.7584145549,1431846.8298670966
2021-12-15,1782738.0733559611,1447285.512159701
2021-12-16,1770823.9952309611,1446085.5020573344
2021-12-17,1758204.064322758,1424646.6118951591
2021-12-20,1734787.2491372111,1407192.4917070507
2021-12-21,1769930.9349282268,1429773.0122511655
2021-12-22,1783643.6802895549,1440294.7373357115
2021-12-23,1795348.8360512736,1448217.2273204818
2021-12-27,1812380.096793461,1462389.8092611795
2021-12-28,1811826.148307133,1466250.2666230157
2021-12-29,1815596.5042641645,1469892.626161369
2021-12-30,1812403.040152836,1466244.9164599576
2021-12-31,1809483.2154458049,1463836.8710106371
2022-01-03,1824821.7310708049,1473777.159256966
2022-01-04,1831176.8506997111,1482421.606539095
2022-01-05,1798738.6426918986,1466608.7275479028
2022-01-06,1796091.2413247111,1459734.712164768
2022-01-07,1789154.9341958049,1459541.0047905203
2022-01-10,1781411.7662270549,1452983.2784587564
2022-01-11,1793465.5880043986,1460361.1533157674
2022-01-12,1790193.1295083049,1461904.0459270584
2022-01-13,1779947.2261879924,1454785.9686938357
2022-01-14,1773855.7061684611,1446656.2385694357
2022-01-18,1738493.50646143,1424768.5641413345
2022-01-19,1718409.8782876018,1411079.3851687028
2022-01-20,1697880.415152836,1398460.2388076752
2022-01-21,1673369.1523354533,1380331.840716519
2022-01-24,1688364.976432133,1384325.1080083835
2022-01-25,1678577.4173501018,1381635.392209832
2022-01-26,1667139.2686684611,1376413.0036342556
2022-01-27,1655372.446402836,1376118.5873083274
2022-01-28,1684062.913932133,1398866.2217691368
2022-01-31,1713164.8802407268,1415237.0912957333
2022-02-01,1728143.7230141645,1426249.7725197214
2022-02-02,1730351.6851723674,1435276.913818236
2022-02-03,1702919.0267251018,1414403.2526473668
2022-02-04,1705079.821769047,1413540.3028176555
2022-02-07,1707738.3005288127,1413596.3221720278
2022-02-08,1728730.8351967814,1428567.8093434775
2022-02-09,1748833.4161293986,1440865.4738478127
2022-02-10,1722686.7562172893,1419657.4274858176
2022-02-11,1700209.1723549846,1399373.3857554898
2022-02-14,1691978.227652836,1392449.1732542517
2022-02-15,1720544.7686684611,1409475.7524709296
2022-02-16,1719416.1529458049,1407277.4648850309
2022-02-17,1685198.9277260783,1382211.4788849913
2022-02-18,1672498.172110844,1372831.3841823845
2022-02-22,1648655.0038979533,1353391.7240688023
2022-02-23,1623649.7636635783,1334665.9960079917
2022-02-24,1640019.632682133,1338374.7605113592
2022-02-25,1638381.0399733928,1372008.4032178712
2022-02-28,1642990.191166264,1365315.349232287
2022-03-01,1616190.6179240765,1341239.7728289294
2022-03-02,1644306.509525639,1365264.994756447
2022-03-03,1619929.8938029828,1361369.9186924705
2022-03-04,1593844.2111857953,1354124.539050014
2022-03-07,1538850.2336467328,1322001.5306187079
2022-03-08,1536051.7683147015,1314559.6111627375
2022-03-09,1588880.286869389,1340889.337148629
2022-03-10,1575602.2648967328,1336370.337657445
2022-03-11,1543014.2863811078,1327109.9921926958
2022-03-14,1512523.491947514,1327152.164066212
2022-03-15,1553239.2956584515,1351286.120189997
2022-03-16,1609542.999760014,1372183.69973689
2022-03-17,1631549.392338139,1389008.546334733
2022-03-18,1662287.6394084515,1400053.0138215953
2022-03-21,1654702.4968303265,1391918.0908918744
2022-03-22,1684684.562260014,1402169.1606687799
2022-03-23,1661674.304447514,1384083.4065243509
2022-03-24,1691816.204838139,1398160.157603215
2022-03-25,1690136.8034709515,1404335.5046340674
2022-03-28,1709159.3093303265,1408148.4399593293
2022-03-29,1741922.3601115765,1421776.4067722678
2022-03-30,1719574.2468303265,1419142.5529703514
2022-03-31,1694296.667728764,1396968.1727454353
2022-04-01,1700709.032963139,1402604.5695270605
2022-04-04,1728761.9206584515,1406778.326143265
2022-04-05,1705118.7118850143,1395470.7565201374
2022-04-06,1693443.8495803268,1389643.0127303198
2022-04-07,1695406.0029006393,1393150.0446148524
2022-04-08,1696940.289243169,1398691.082607855
2022-04-11,1678258.0227636765,1382052.2328551468
2022-04-12,1676247.0529150437,1378518.6075130608
2022-04-13,1696849.799863286,1392385.4433707662
2022-04-14,1687866.1027197312,1387818.9218430084
2022-04-18,1683481.1921972702,1386226.1468290882
2022-04-19,1710401.968930669,1406348.1100903053
2022-04-20,1720579.3419775437,1416402.4826959597
2022-04-21,1697121.43816895,1401577.0235044465
2022-04-22,1650369.091367192,1362044.1965955182
2022-04-25,1661860.9281591843,1371634.2065192838
2022-04-26,1618549.7997412155,1339033.4599984437
2022-04-27,1619576.3092627,1341520.9711049497
2022-04-28,1649760.043149419,1366273.6578506208
2022-04-29,1603266.6641210984,1328440.137143562
2022-05-02,1610419.6978125046,1331835.6023925615
2022-05-03,1616342.556943364,1334546.2467701342
2022-05-04,1661479.4812597702,1372101.4016404387
2022-05-05,1605679.166318364,1329276.3361579834
2022-05-06,1595455.1202978562,1325304.4695183507
2022-05-09,1554625.3066992234,1298972.2258086673
2022-05-10,1553070.6868355758,1295549.7737077724
2022-05-11,1533041.0312032518,1282391.9131341232
2022-05-12,1530774.4701680955,1278210.1312733318
2022-05-13,1556253.4267110643,1296996.7567783615
2022-05-16,1556358.0585470018,1298074.7359556844
2022-05-17,1580639.2353048143,1315443.804286944
2022-05-18,1524193.3866720018,1268532.7878055307
2022-05-19,1514241.5897970018,1258988.0182311526
2022-05-20,1514318.3354024703,1259341.2863507192
2022-05-23,1542671.9472188768,1284250.229329232
2022-05-24,1541717.2357930955,1286199.1049019846
2022-05-25,1553423.4701680955,1293919.86226792
2022-05-26,1579516.3529805955,1314742.8542474748
2022-05-27,1609267.1596212203,1337936.9912870233
2022-05-31,1597365.3456563768,1328960.2044643492
2022-06-01,1588828.410597783,1321834.416702013
2022-06-02,1611839.092238408,1339359.8199449829
2022-06-03,1595326.9687032518,1325317.687568259
2022-06-06,1596763.7514180955,1325965.5293714905
2022-06-07,1611069.3495626268,1336614.8715807442
2022-06-08,1596636.7118673143,1325768.8322002396
2022-06-09,1565233.4159688768,1300063.5017147665
2022-06-10,1522513.660597783,1264613.9507232672
2022-06-13,1476243.2221212203,1229323.567082744
2022-06-14,1469102.0951680955,1223204.082048527
2022-06-15,1484515.5282735643,1235438.1740271142
2022-06-16,1444504.926222783,1205569.5512149474
2022-06-17,1444530.121535283,1204027.0519979987
2022-06-21,1474845.5995626268,1229867.7888161608
2022-06-22,1472462.1947774703,1227969.661113591
2022-06-23,1482973.834425908,1235793.881191604
2022-06-24,1523656.342238408,1268960.1714192245
2022-06-27,1521564.926222783,1266445.673460823
2022-06-28,1497170.2431173143,1246655.5776669402
2022-06-29,1498664.379347783,1249971.7346164912
2022-06-30,1486662.6815938768,1239744.5045367416
2022-07-01,1502396.2480001268,1252708.972451617
2022-07-05,1498353.1444845018,1247494.687799496
2022-07-06,1499991.3886251268,1250308.873568015
2022-07-07,1519266.0876551562,1264282.083255933
2022-07-08,1517290.1523524218,1262412.9093769712
2022-07-11,1506168.5621424608,1255793.8922066456
2022-07-12,1497650.3669520312,1248038.9095329128
2022-07-13,1488649.8226405077,1239638.1307065291
2022-07-14,1480565.9254237108,1233892.921049768
2022-07-15,1512370.8772059374,1260403.1363599992
2022-07-18,1502641.2163172655,1251715.9664522745
2022-07-19,1541209.4443446093,1282107.567703363
2022-07-20,1546451.775521367,1284032.6822578285
2022-07-21,1554245.9373866017,1290561.061371642
2022-07-22,1545097.738778203,1285017.5843337155
2022-07-25,1550139.8104334765,1288673.3192797138
2022-07-26,1539128.0482264452,1279468.5210961257
2022-07-27,1562311.3471766403,1297034.2079197676
2022-07-28,1579047.047005742,1310410.0089591627
2022-07-29,1593676.559456914,1323119.3999823602
2022-08-01,1591496.928597539,1321236.9293746217
2022-08-02,1574506.138802617,1305033.7245167994
