date,dji
2021-07-22,1402809.2919428982
2021-07-23,1412404.809387459
2021-07-26,1415738.5904035543
2021-07-27,1412282.6997835464
2021-07-28,1407142.9240198955
2021-07-29,1413330.5449542338
2021-07-30,1407325.77371029
2021-08-02,1403405.8351238677
2021-08-03,1414614.2693726846
2021-08-04,1401573.4042764956
2021-08-05,1412513.5435837263
2021-08-06,1418324.9221688963
2021-08-09,1414028.2691600944
2021-08-10,1420587.254353754
2021-08-11,1429461.601289641
2021-08-12,1430061.1342676135
2021-08-13,1430686.631272191
2021-08-16,1435118.6119348134
2021-08-17,1423753.9214531546
2021-08-18,1408341.832618103
2021-08-19,1405660.1420641385
2021-08-20,1414762.5003609392
2021-08-23,1423448.9621588476
2021-08-24,1424679.6570199295
2021-08-25,1426260.3154881003
2021-08-26,1418510.6042985572
2021-08-27,1428286.6110674574
2021-08-30,1426032.3041271865
2021-08-31,1424456.8384643362
2021-09-01,1422515.2013474859
2021-09-02,1427803.9948880766
2021-09-03,1424793.5840215178
2021-09-07,1413953.681592756
2021-09-08,1411176.9469656432
2021-09-09,1405066.2739646982
2021-09-10,1394122.8301449902
2021-09-13,1404673.5090531446
2021-09-14,1392908.3431308193
2021-09-15,1402448.3132942189
2021-09-16,1399907.615272607
2021-09-17,1393202.7594567474
2021-09-20,1368452.1183616573
2021-09-21,1366412.6047323924
2021-09-22,1380047.810001233
2021-09-23,1400451.443611681
2021-09-24,1401788.0402297643
2021-09-27,1404663.1234425027
2021-09-28,1381726.3449818185
2021-09-29,1385381.2931391317
2021-09-30,1363354.3571137853
2021-10-01,1382792.7583654718
2021-10-04,1369759.4464406583
2021-10-05,1382317.8527152038
2021-10-06,1386439.523920461
2021-10-07,1400053.4858948067
2021-10-08,1399703.3649299801
2021-10-11,1389624.7592328275
2021-10-12,1384882.626470577
2021-10-13,1384861.2258183449
2021-10-14,1406402.8705827813
2021-10-15,1421799.38100187
2021-10-18,1420343.035145929
2021-10-19,1428347.3511539397
2021-10-20,1434471.7142780037
2021-10-21,1434219.4698255917
2021-10-22,1437198.0944292764
2021-10-25,1439781.4363976156
2021-10-26,1440415.116004517
2021-10-27,1429692.130374347
2021-10-28,1439351.6924178668
2021-10-29,1442940.0782524291
2021-11-01,1446738.064592676
2021-11-02,1452328.9849883078
2021-11-03,1456556.7153083035
2021-11-04,1455213.3523075292
2021-11-05,1463419.8730075855
2021-11-08,1467620.223081343
2021-11-09,1463098.8632241043
2021-11-10,1453429.2302854161
2021-11-11,1447035.7854310812
2021-11-12,1454249.6935261376
2021-11-15,1453731.6718559314
2021-11-16,1455937.984686417
2021-11-17,1447431.3827819007
2021-11-18,1445010.2766404091
2021-11-19,1434175.2523014946
2021-11-22,1434870.9308567743
2021-11-23,1442708.13294809
2021-11-24,1442328.5860864446
2021-11-26,1405870.3720007716
2021-11-29,1415401.5301308988
2021-11-30,1389127.6661416425
2021-12-01,1370529.5552055393
2021-12-02,1395414.7371657651
2021-12-03,1393009.3667979739
2021-12-06,1419070.9552000163
2021-12-07,1438906.5273798923
2021-12-08,1440329.356037852
2021-12-09,1440326.9956717968
2021-12-10,1449040.2082849948
2021-12-13,1436147.8888925344
2021-12-14,1431846.8298670966
2021-12-15,1447285.512159701
2021-12-16,1446085.5020573344
2021-12-17,1424646.6118951591
2021-12-20,1407192.4917070507
2021-12-21,1429773.0122511655
2021-12-22,1440294.7373357115
2021-12-23,1448217.2273204818
2021-12-27,1462389.8092611795
2021-12-28,1466250.2666230157
2021-12-29,1469892.626161369
2021-12-30,1466244.9164599576
2021-12-31,1463836.8710106371
2022-01-03,1473777.159256966
2022-01-04,1482421.606539095
2022-01-05,1466608.7275479028
2022-01-06,1459734.712164768
2022-01-07,1459541.0047905203
2022-01-10,1452983.2784587564
2022-01-11,1460361.1533157674
2022-01-12,1461904.0459270584
2022-01-13,1454785.9686938357
2022-01-14,1446656.2385694357
2022-01-18,1424768.5641413345
2022-01-19,1411079.3851687028
2022-01-20,1398460.2388076752
2022-01-21,1380331.840716519
2022-01-24,1384325.1080083835
2022-01-25,1381635.392209832
2022-01-26,1376413.0036342556
2022-01-27,1376118.5873083274
2022-01-28,1398866.2217691368
2022-01-31,1415237.0912957333
2022-02-01,1426249.7725197214
2022-02-02,1435276.913818236
2022-02-03,1414403.2526473668
2022-02-04,1413540.3028176555
2022-02-07,1413596.3221720278
2022-02-08,1428567.8093434775
2022-02-09,1440865.4738478127
2022-02-10,1419657.4274858176
2022-02-11,1399373.3857554898
2022-02-14,1392449.1732542517
2022-02-15,1409475.7524709296
2022-02-16,1407277.4648850309
2022-02-17,1382211.4788849913
2022-02-18,1372831.3841823845
2022-02-22,1353391.7240688023
2022-02-23,1334665.9960079917
2022-02-24,1338374.7605113592
2022-02-25,1372008.4032178712
2022-02-28,1365315.349232287
2022-03-01,1341239.7728289294
2022-03-02,1365264.994756447
2022-03-03,1361369.9186924705
2022-03-04,1354124.539050014
2022-03-07,1322001.5306187079
2022-03-08,1314559.6111627375
2022-03-09,1340889.337148629
2022-03-10,1336370.337657445
2022-03-11,1327109.9921926958
2022-03-14,1327152.164066212
2022-03-15,1351286.120189997
2022-03-16,1372183.69973689
2022-03-17,1389008.546334733
2022-03-18,1400053.0138215953
2022-03-21,1391918.0908918744
2022-03-22,1402169.1606687799
2022-03-23,1384083.4065243509
2022-03-24,1398160.157603215
2022-03-25,1404335.5046340674
2022-03-28,1408148.4399593293
2022-03-29,1421776.4067722678
2022-03-30,1419142.5529703514
2022-03-31,1396968.1727454353
2022-04-01,1402604.5695270605
2022-04-04,1406778.326143265
2022-04-05,1395470.7565201374
2022-04-06,1389643.0127303198
2022-04-07,1393150.0446148524
2022-04-08,1398691.082607855
2022-04-11,1382052.2328551468
2022-04-12,1378518.6075130608
2022-04-13,1392385.4433707662
2022-04-14,1387818.9218430084
2022-04-18,1386226.1468290882
2022-04-19,1406348.1100903053
2022-04-20,1416402.4826959597
2022-04-21,1401577.0235044465
2022-04-22,1362044.1965955182
2022-04-25,1371634.2065192838
2022-04-26,1339033.4599984437
2022-04-27,1341520.9711049497
2022-04-28,1366273.6578506208
2022-04-29,1328440.137143562
2022-05-02,1331835.6023925615
2022-05-03,1334546.2467701342
2022-05-04,1372101.4016404387
2022-05-05,1329276.3361579834
2022-05-06,1325304.4695183507
2022-05-09,1298972.2258086673
2022-05-10,1295549.7737077724
2022-05-11,1282391.9131341232
2022-05-12,1278210.1312733318
2022-05-13,1296996.7567783615
2022-05-16,1298074.7359556844
2022-05-17,1315443.804286944
2022-05-18,1268532.7878055307
2022-05-19,1258988.0182311526
2022-05-20,1259341.2863507192
2022-05-23,1284250.229329232
2022-05-24,1286199.1049019846
2022-05-25,1293919.86226792
2022-05-26,1314742.8542474748
2022-05-27,1337936.9912870233
2022-05-31,1328960.2044643492
2022-06-01,1321834.416702013
2022-06-02,1339359.8199449829
2022-06-03,1325317.687568259
2022-06-06,1325965.5293714905
2022-06-07,1336614.8715807442
2022-06-08,1325768.8322002396
2022-06-09,1300063.5017147665
2022-06-10,1264613.9507232672
2022-06-13,1229323.567082744
2022-06-14,1223204.082048527
2022-06-15,1235438.1740271142
2022-06-16,1205569.5512149474
2022-06-17,1204027.0519979987
2022-06-21,1229867.7888161608
2022-06-22,1227969.661113591
2022-06-23,1235793.881191604
2022-06-24,1268960.1714192245
2022-06-27,1266445.673460823
2022-06-28,1246655.5776669402
2022-06-29,1249971.7346164912
2022-06-30,1239744.5045367416
2022-07-01,1252708.972451617
2022-07-05,1247494.687799496
2022-07-06,1250308.873568015
2022-07-07,1264282.083255933
2022-07-08,1262412.9093769712
2022-07-11,1255793.8922066456
2022-07-12,1248038.9095329128
2022-07-13,1239638.1307065291
2022-07-14,1233892.921049768
2022-07-15,1260403.1363599992
2022-07-18,1251715.9664522745
2022-07-19,1282107.567703363
2022-07-20,1284032.6822578285
2022-07-21,1290561.061371642
2022-07-22,1285017.5843337155
2022-07-25,1288673.3192797138
2022-07-26,1279468.5210961257
2022-07-27,1297034.2079197676
2022-07-28,1310410.0089591627
2022-07-29,1323119.3999823602
2022-08-01,1321236.9293746217
2022-08-02,1305033.7245167994
2022-08-03,1321804.990805194
2022-08-04,1318353.5062018225
2022-08-05,1321441.1797172485
2022-08-08,1322612.2359960072
2022-08-09,1320270.595511701
2022-08-10,1341826.4024724679
2022-08-11,1342920.510817833
2022-08-12,1360016.0127233171
2022-08-15,1366114.569178513
2022-08-16,1375765.319188761
2022-08-17,1368848.9745743729
2022-08-18,1369603.03285008
2022-08-19,1357828.1107480605
2022-08-22,1331920.575570542
2022-08-23,1325716.1173583446
2022-08-24,1328118.6552868697
2022-08-25,1341112.155704222
2022-08-26,1300490.9640073287
2022-08-29,1293062.2626012666
2022-08-30,1280650.0416643948
2022-08-31,1269352.9363307778
2022-09-01,1275233.9457145706
2022-09-02,1261618.882236066
2022-09-06,1254644.2365801192
2022-09-07,1272207.0122856265
2022-09-08,1279991.4208561787
2022-09-09,1295186.0412986956
2022-09-12,1304436.3158682769
2022-09-13,1253019.596624456
2022-09-14,1254232.9034555994
2022-09-15,1247252.9863154632
2022-09-16,1241637.4394339905
2022-09-19,1249583.7691159162
2022-09-20,1236956.9122257754
2022-09-21,1215910.7082962855
2022-09-22,1211596.352542071
2022-09-23,1192007.674651549
2022-09-26,1178730.2221977795
2022-09-27,1173661.7294889896
2022-09-28,1195767.3443828363
2022-09-29,1177312.1929507982
2022-09-30,1157166.3899924257
2022-10-03,1187998.6715859843
2022-10-04,1221249.9349915849
2022-10-05,1219539.8497847307
2022-10-06,1205564.2797307577
2022-10-07,1180179.5656344236
2022-10-10,1176396.6069580603
2022-10-11,1177859.247123481
2022-10-12,1176717.6167415413
2022-10-13,1210067.2287327673
2022-10-14,1193797.0681578517
2022-10-17,1215992.9277138684
2022-10-18,1229607.9911923727
2022-10-19,1225580.0265194995
2022-10-20,1221945.6135468646
2022-10-21,1252116.8352872839
2022-10-24,1268917.4487936287
2022-10-25,1282497.893569993
2022-10-26,1282593.3310374839
2022-10-27,1290415.1907494422
2022-10-28,1323791.0028038789
2022-10-31,1318600.4004911764
2022-11-01,1315387.784932572
2022-11-02,1295026.8739477193
2022-11-03,1289124.9359849056
2022-11-04,1305317.7552320857
2022-11-07,1322389.1027249403
2022-11-08,1335836.8949290132
2022-11-09,1309777.9029296313
2022-11-10,1358175.871346832
2022-11-11,1359484.6156454661
2022-11-14,1350978.3284564237
2022-11-15,1353243.1783650736
2022-11-16,1351668.3421331714
2022-11-17,1351365.900562656
2022-11-18,1359397.282101431
2022-11-21,1357567.9984087986
2022-11-22,1373593.6250604156
2022-11-23,1377459.1178698356
2022-11-25,1383621.404208517
2022-11-28,1363577.490384852
2022-11-29,1363701.1735661346
2022-11-30,1393399.7713434722
2022-12-01,1385554.2292920954
2022-12-02,1386958.8044525632
2022-12-05,1367510.8043789198
2022-12-06,1353380.866384949
2022-12-07,1353444.5962684343
2022-12-08,1360838.9936878304
2022-12-09,1348551.714794137
2022-12-12,1369844.7343341128
2022-12-13,1374018.1762348432
2022-12-14,1368286.2633068587
2022-12-15,1337504.2575102719
2022-12-16,1326154.0439404172
2022-12-19,1319590.9674455952
2022-12-20,1323305.0821120208
2022-12-21,1344524.1435156064
2022-12-22,1330465.488576497
2022-12-23,1337573.180199078
2022-12-27,1339089.007279605
2022-12-28,1324351.353705338
2022-12-29,1338252.8082651836
2022-12-30,1335289.9194351991
2023-01-03,
