account_rewards,date
-7282.645109374891,2019-07-05
-1279.4807636718033,2019-07-08
2873.2392578125,2019-07-09
2011.3369140625,2019-07-10
2847.1630859375,2019-07-11
-108.2392578125,2019-07-12
-3017.73828125,2019-07-15
-5942.435546875,2019-07-16
3849.70703125,2019-07-17
-4480.0869140625,2019-07-18
-175.435546875,2019-07-19
6932.25,2019-07-22
2955.40234375,2019-07-23
-5185.5322265625,2019-07-24
5230.5869140625,2019-07-25
-1018.2822265625,2019-07-26
-2796.630859375,2019-07-29
-9528.2177734375,2019-07-30
-11516.564453125,2019-07-31
-6423.533203125,2019-08-01
-27033.8154296875,2019-08-02
10335.576171875,2019-08-05
380.8046875,2019-08-06
15472.9677734375,2019-08-07
-6351.630859375,2019-08-08
-12812.1953125,2019-08-09
10911.4892578125,2019-08-12
-28148.533203125,2019-08-13
3277.728515625,2019-08-14
13498.7392578125,2019-08-15
8492.5,2019-08-16
-6991.5,2019-08-19
7710.369140625,2019-08-20
-675.4345703125,2019-08-21
-21488.771484375,2019-08-22
8150.423828125,2019-08-23
-3600.0546875,2019-08-26
6729.2724609375,2019-08-27
11439.1845703125,2019-08-28
2595.119140625,2019-08-29
-5804.8798828125,2019-08-30
10500.673828125,2019-09-03
9593.716796875,2019-09-04
1233.9892578125,2019-09-05
2159.84765625,2019-09-06
2625.978515625,2019-09-09
6987.5654296875,2019-09-10
2657.5322265625,2019-09-11
654.9130859375,2019-09-12
-1292.390625,2019-09-13
1850.9453125,2019-09-16
-955.9462890625,2019-09-17
-636.7060546875,2019-09-18
-1378.5654296875,2019-09-19
-669.1083984375,2019-09-20
-7352.5546875,2019-09-23
3582.6962890625,2019-09-24
-700.7392578125,2019-09-25
-4484.021484375,2019-09-26
2588.021484375,2019-09-27
-13381.859375,2019-09-30
-17926.673828125,2019-10-01
