account_value,date,daily_return
873514.0160145272,2019-01-03,
903567.4111561287,2019-01-04,0.03440516647772007
911364.3958973397,2019-01-07,0.00862911238823294
922534.3371815194,2019-01-08,0.01225628446147664
927529.1372303475,2019-01-09,0.005414215869826489
932132.0165028084,2019-01-10,0.004962517173536352
932392.1178211678,2019-01-11,0.0002790391422613503
927049.8755115975,2019-01-14,-0.005729609042657069
933742.6867908944,2019-01-15,0.007219472712407526
939442.7507557381,2019-01-16,0.0061045339850893665
946352.3369373787,2019-01-17,0.007354983766793888
958343.0869373787,2019-01-18,0.012670492301847025
945158.8288807381,2019-01-22,-0.013757346650012492
948928.9768299569,2019-01-23,0.0039889041227954
950509.0804676522,2019-01-24,0.0016651442587134468
959219.7215809334,2019-01-25,0.00916418505859573
951803.2636951912,2019-01-28,-0.007731761262705028
952703.3210682381,2019-01-29,0.0009456338377666906
967310.04836316,2019-01-30,0.015331874017762148
969573.3844227303,2019-01-31,0.0023398248197672444
971803.3137440194,2019-02-01,0.00229990772964217
979665.1230701912,2019-02-04,0.008089918211827252
984713.9907459725,2019-02-05,0.005153666857056649
983691.581566285,2019-02-06,-0.001038280342612996
975312.4498524178,2019-02-07,-0.008518047598339185
973831.1522449959,2019-02-08,-0.0015187928828818142
975129.0766834725,2019-02-11,0.0013328023399994393
988918.2368397225,2019-02-12,0.014140856309144745
992976.71242566,2019-02-13,0.004103954639270491
990738.0802235116,2019-02-14,-0.002254465964946828
1007420.2470936287,2019-02-15,0.016838120188489958
1008741.9289783944,2019-02-19,0.0013119469144864393
1011914.5101551522,2019-02-20,0.0031450870491434024
1007914.0598377694,2019-02-21,-0.003953348111165433
1015715.3637928475,2019-02-22,0.00774004874615386
1017012.7192615975,2019-02-25,0.001277282509447808
1013716.2251209725,2019-02-26,-0.0032413499636645415
1012583.3215565194,2019-02-27,-0.0011175746588429902
1009613.6574940194,2019-02-28,-0.0029327601978819118
1015483.1483387459,2019-03-01,0.005813600877087266
1007085.11476941,2019-03-04,-0.008269988116567428
1005221.5456776131,2019-03-05,-0.00185045838178588
995058.130028199,2019-03-06,-0.010110622571826156
987042.6803211678,2019-03-07,-0.008055257743388444
986053.253903199,2019-03-08,-0.0010024150299628998
997031.2644350594,2019-03-11,0.011133283611615363
994760.0857241219,2019-03-12,-0.0022779413163381834
999924.8684389656,2019-03-13,0.005191988288396399
998797.7200014656,2019-03-14,-0.001127233128284555
1003278.7165834969,2019-03-15,0.004486390479570446
1007161.7820131844,2019-03-18,0.003870375565137696
1004617.0315249031,2019-03-19,-0.00252665513498207
998476.9363100594,2019-03-20,-0.006111876488420376
1008228.7619936531,2019-03-21,0.009766700991244104
984317.6282045906,2019-03-22,-0.02371598062902025
986133.2600405281,2019-03-25,0.0018445588943167834
993035.1423647469,2019-03-26,0.0069989347321426365
990915.8127749031,2019-03-27,-0.0021341939468495497
996007.2102358406,2019-03-28,0.005138072675094252
998793.4903847666,2019-03-29,0.002797449777764305
1009585.2677285166,2019-04-01,0.010804813455074447
1008101.6539589853,2019-04-02,-0.001469527950689331
1011115.1129433603,2019-04-03,0.0029892411866805357
