account_value,date,daily_return
1725754.8566643107,2021-10-04,
1736359.8234445842,2021-10-05,0.006145117737505146
1736419.3155434611,2021-10-06,3.4262540559604204e-05
1756867.904166508,2021-10-07,0.011776296450979551
1752237.396354008,2021-10-08,-0.0026356607696677026
1740556.0887368205,2021-10-11,-0.00666650971009608
1740029.3336098674,2021-10-12,-0.00030263611173564353
1741974.7586586955,2021-10-13,0.0011180415245024555
1768369.798697758,2021-10-14,0.01515236653565899
1779189.5474770549,2021-10-15,0.006118487653014926
1778518.865104008,2021-10-18,-0.0003769594836019463
1787332.4437172893,2021-10-19,0.004955572182117951
1796035.8336098674,2021-10-20,0.004869485765321313
1797457.462760258,2021-10-21,0.0007915371863898013
1798719.4429848674,2021-10-22,0.000702091844038133
1806349.1434243205,2021-10-25,0.004241740127516547
1802661.2266762736,2021-10-26,-0.0020416411530805867
1782495.3792641643,2021-10-27,-0.011186709468029576
1802248.1548989299,2021-10-28,0.011081529783779853
1805075.3511879924,2021-10-29,0.001568705331381537
1823818.1085122111,2021-11-01,0.010383365609575979
1829490.6341469768,2021-11-02,0.0031102474574029593
1843875.9876626018,2021-11-03,0.007863037529204142
1842270.392447758,2021-11-04,-0.0008707718011334853
1858032.6173012736,2021-11-05,0.008555869387105952
1863021.0589516643,2021-11-08,0.002684797674669559
1855265.2198403361,2021-11-09,-0.0041630442522707645
1837487.8516762736,2021-11-10,-0.009582116871458601
1837079.4324868205,2021-11-11,-0.0002222704161448652
1843841.3236001018,2021-11-12,0.003680783200608717
1840637.329947758,2021-11-15,-0.0017376731996048278
1843542.4664223674,2021-11-16,0.0015783318241686661
1829220.202994633,2021-11-17,-0.007768881752709844
1823754.669791508,2021-11-18,-0.002987903366788336
1809400.0374672893,2021-11-19,-0.007870922861494156
1806975.6988442424,2021-11-22,-0.001339857727891025
1812700.4778969768,2021-11-23,0.00316815497651457
1813298.0967934611,2021-11-24,0.0003296843045894615
1760719.1636879924,2021-11-26,-0.028996298622077865
1767753.8267739299,2021-11-29,0.003995335105686504
1734595.3890297893,2021-11-30,-0.018757384225072338
1705768.3321450236,2021-12-01,-0.016618893989386985
1741793.9219887736,2021-12-02,0.02111986086554163
1727773.6451333049,2021-12-03,-0.008049331599148335
1761033.3814614299,2021-12-06,0.019250054208089784
1790603.9932778361,2021-12-07,0.01679162480830798
1796374.4639809611,2021-12-08,0.0032226392461918163
1783239.9717934611,2021-12-09,-0.007311667166762348
1788452.0904458049,2021-12-10,0.002922836373559834
1769586.6973793986,2021-12-13,-0.01054844754700901
1760639.7584145549,2021-12-14,-0.0050559483624584844
1782738.0733559611,2021-12-15,0.012551298376509257
1770823.9952309611,2021-12-16,-0.006683022202230826
1758204.064322758,2021-12-17,-0.007126586799247159
1734787.2491372111,2021-12-20,-0.013318599166454947
1769930.9349282268,2021-12-21,0.02025821080279111
1783643.6802895549,2021-12-22,0.0077476160740046485
1795348.8360512736,2021-12-23,0.006562496697669173
1812380.0967934611,2021-12-27,0.009486323994642998
1811826.148307133,2021-12-28,-0.0003056469706923526
1815596.5042641643,2021-12-29,0.0020809700536412734
1812403.0401528361,2021-12-30,-0.0017589062899315833
1809483.2154458049,2021-12-31,-0.0016110239512647784
