last_state
568.0026615053721
33136.37109375
3824.139892578125
10386.98046875
15154.4501953125
1750.72998046875
0.0
419.0
0.0
0.0
0.0
-65.19460093181988
-29.985912038983315
-183.47403865640445
-11.421653687908474
-20.23003747037842
34209.17392177335
4039.383666483587
11414.489721594236
15594.879427206903
1849.8893602285164
32534.714359476642
3744.2033208211005
10091.704516687012
14884.760709511847
1711.3536329355463
51.481205759811026
47.24508294613094
43.742917892440786
51.17375274701382
46.30308207915171
-74.24198164744723
-88.21040885678839
-101.65498672618499
-57.999289559912604
-78.70122301984073
2.4563697672014757
4.743492906458784
7.014556678116275
4.098495433736357
2.1786148830781404
33621.356640625
3931.935335286458
10912.127766927084
15337.647981770833
1807.4353271484374
32666.953938802082
3858.35517578125
10851.164729817709
14899.116145833334
1795.239835611979
