account_value,date,daily_return
1728761.9206584515,2022-04-04,
1705118.7118850143,2022-04-05,-0.013676382207928328
1693443.8495803268,2022-04-06,-0.006846949847721051
1695406.0029006393,2022-04-07,0.0011586763392237298
1696940.2892431687,2022-04-08,0.0009049669164225005
1678258.0227636765,2022-04-11,-0.011009383534540507
1676247.0529150437,2022-04-12,-0.0011982483154295842
1696849.7998632859,2022-04-13,0.012290996671650234
1687866.1027197312,2022-04-14,-0.0052943384525127035
1683481.1921972702,2022-04-18,-0.0025979018806026044
1710401.9689306687,2022-04-19,0.015991136021104913
1720579.3419775437,2022-04-20,0.005950281414396352
1697121.43816895,2022-04-21,-0.013633723965110756
1650369.091367192,2022-04-22,-0.027548026764778633
1661860.9281591843,2022-04-25,0.006963191962394477
1618549.7997412155,2022-04-26,-0.026061824839906267
1619576.3092627,2022-04-27,0.0006342155932728133
1649760.0431494187,2022-04-28,0.018636808722189535
1603266.6641210984,2022-04-29,-0.0281819039207446
1610419.6978125046,2022-05-02,0.004461537092662837
1616342.556943364,2022-05-03,0.003677835746113134
1661479.4812597702,2022-05-04,0.027925345479836716
1605679.166318364,2022-05-05,-0.03358471505112859
1595455.1202978562,2022-05-06,-0.006367427712193785
1554625.3066992234,2022-05-09,-0.0255913269381155
1553070.6868355758,2022-05-10,-0.0009999964988015586
1533041.0312032518,2022-05-11,-0.012896808755778588
1530774.4701680955,2022-05-12,-0.001478473823611437
1556253.4267110643,2022-05-13,0.016644487505838024
1556358.0585470018,2022-05-16,6.72331601920817e-05
1580639.2353048143,2022-05-17,0.015601279297182469
1524193.3866720018,2022-05-18,-0.03571077281396684
1514241.5897970018,2022-05-19,-0.006529221922901285
1514318.3354024705,2022-05-20,5.0682537044099973e-05
1542671.9472188768,2022-05-23,0.018723679924849135
1541717.2357930955,2022-05-24,-0.0006188687280548333
1553423.4701680955,2022-05-25,0.007592984046116635
1579516.3529805955,2022-05-26,0.01679701852945259
1609267.1596212205,2022-05-27,0.01883539007651569
1597365.3456563768,2022-05-31,-0.007395797455809094
1588828.410597783,2022-06-01,-0.005344384790747947
1611839.092238408,2022-06-02,0.014482798448932188
1595326.9687032518,2022-06-03,-0.010244275383732848
1596763.7514180955,2022-06-06,0.0009006195864735833
1611069.3495626268,2022-06-07,0.008959120052560277
1596636.7118673143,2022-06-08,-0.008958421125217608
1565233.4159688768,2022-06-09,-0.019668404005135476
1522513.660597783,2022-06-10,-0.027292897618500067
1476243.2221212205,2022-06-13,-0.030390819914479672
1469102.0951680955,2022-06-14,-0.004837364768973451
1484515.5282735643,2022-06-15,0.01049173720203922
1444504.926222783,2022-06-16,-0.02695195926802607
1444530.121535283,2022-06-17,1.744217831500805e-05
1474845.5995626268,2022-06-21,0.02098639382827394
1472462.1947774705,2022-06-22,-0.00161603681487954
1482973.834425908,2022-06-23,0.007138818019043258
1523656.342238408,2022-06-24,0.02743305840473509
1521564.926222783,2022-06-27,-0.0013726297444163205
1497170.2431173143,2022-06-28,-0.01603262712293685
1498664.379347783,2022-06-29,0.0009979735019030045
1486662.6815938768,2022-06-30,-0.008008262503129249
1502396.2480001268,2022-07-01,0.010583144785326626
1498353.1444845018,2022-07-05,-0.002691103309800491
