account_rewards,date
10604.966780273477,2021-10-04
59.492098876973614,2021-10-05
20448.588623046875,2021-10-06
-4630.5078125,2021-10-07
-11681.3076171875,2021-10-08
-526.755126953125,2021-10-11
1945.425048828125,2021-10-12
26395.0400390625,2021-10-13
10819.748779296875,2021-10-14
-670.682373046875,2021-10-15
8813.57861328125,2021-10-18
8703.389892578125,2021-10-19
1421.629150390625,2021-10-20
1261.980224609375,2021-10-21
7629.700439453125,2021-10-22
-3687.916748046875,2021-10-25
-20165.847412109375,2021-10-26
19752.775634765625,2021-10-27
2827.1962890625,2021-10-28
18742.75732421875,2021-10-29
5672.525634765625,2021-11-01
14385.353515625,2021-11-02
-1605.59521484375,2021-11-03
15762.224853515625,2021-11-04
4988.441650390625,2021-11-05
-7755.839111328125,2021-11-08
-17777.3681640625,2021-11-09
-408.419189453125,2021-11-10
6761.89111328125,2021-11-11
-3203.99365234375,2021-11-12
2905.136474609375,2021-11-15
-14322.263427734375,2021-11-16
-5465.533203125,2021-11-17
-14354.63232421875,2021-11-18
-2424.338623046875,2021-11-19
5724.779052734375,2021-11-22
597.618896484375,2021-11-23
-52578.93310546875,2021-11-24
7034.6630859375,2021-11-26
-33158.437744140625,2021-11-29
-28827.056884765625,2021-11-30
36025.58984375,2021-12-01
-14020.27685546875,2021-12-02
33259.736328125,2021-12-03
29570.61181640625,2021-12-06
5770.470703125,2021-12-07
-13134.4921875,2021-12-08
5212.11865234375,2021-12-09
-18865.39306640625,2021-12-10
-8946.93896484375,2021-12-13
22098.31494140625,2021-12-14
-11914.078125,2021-12-15
-12619.930908203125,2021-12-16
-23416.815185546875,2021-12-17
35143.685791015625,2021-12-20
13712.745361328125,2021-12-21
11705.15576171875,2021-12-22
17031.2607421875,2021-12-23
-553.948486328125,2021-12-27
3770.35595703125,2021-12-28
-3193.464111328125,2021-12-29
-2919.82470703125,2021-12-30
