account_value,date,daily_return
1708236.6557744176,2021-04-06,
1701031.587547367,2021-04-07,-0.00421783960828559
1705931.167622318,2021-04-08,0.002880358078485523
1713432.5260207555,2021-04-09,0.004397222197946471
1715688.329731693,2021-04-12,0.0013165407313566746
1714084.0768020055,2021-04-13,-0.0009350491589217302
1718112.8756301305,2021-04-14,0.0023504091092436674
1730645.4518020055,2021-04-15,0.007294384641217899
1738090.6280715368,2021-04-16,0.004301965062675883
1729644.257466068,2021-04-19,-0.004859568580057427
1712180.3712355993,2021-04-20,-0.010096808147158187
1731157.851216068,2021-04-21,0.01108380886692073
1721383.4561965368,2021-04-22,-0.005646160465762939
1740194.2935988805,2021-04-23,0.010927743806662837
1743969.2096145055,2021-04-26,0.0021692497380956244
1747402.9679152868,2021-04-27,0.001968932869829798
1752623.2013137243,2021-04-28,0.002987423905240094
1758415.5938918493,2021-04-29,0.003304984536198763
1741621.6119582555,2021-04-30,-0.009550632962952776
1752965.4889113805,2021-05-03,0.006513399279864274
1749088.6236770055,2021-05-04,-0.0022116038558080975
1755419.6002395055,2021-05-05,0.003619585924234503
1767350.901997318,2021-05-06,0.006796837494684738
1781380.7003371618,2021-05-07,0.007938320751124328
1773461.3722121618,2021-05-10,-0.004445612396890342
1756175.5763137243,2021-05-11,-0.009746925514862337
1722632.9244582555,2021-05-12,-0.01909982823350498
1737519.021137943,2021-05-13,0.00864147925442027
1762589.4268996618,2021-05-14,0.01442885255166848
1763392.234028568,2021-05-17,0.00045547029651626936
1754237.1139113805,2021-05-18,-0.005191766154188038
1743053.0772902868,2021-05-19,-0.006375441798832426
1755629.4146926305,2021-05-20,0.007215120162545219
1758252.9835402868,2021-05-21,0.0014943750803557698
1767890.944966068,2021-05-24,0.00548155556453267
1759910.525044193,2021-05-25,-0.0045140906143552595
1766527.9342238805,2021-05-26,0.0037600827346158106
1775091.569966068,2021-05-27,0.0048477216670508305
1777631.8702590368,2021-05-28,0.0014310812669890982
1787009.437153568,2021-06-01,0.005275314338938353
1790294.064106693,2021-06-02,0.0018380579782257822
1785825.3370559118,2021-06-03,-0.0024960854981167513
1794037.2188918493,2021-06-04,0.00459836786136969
1794093.8272902868,2021-06-07,3.155363659201882e-05
1791545.7935988805,2021-06-08,-0.0014202343560005826
1784531.673481693,2021-06-09,-0.003915121869755511
1787914.2804152868,2021-06-10,0.001895515212119614
1792577.0401809118,2021-06-11,0.002607932503644328
1789106.2052199743,2021-06-14,-0.0019362263842156446
1788390.4420363805,2021-06-15,-0.0004000674646956748
1776271.118794193,2021-06-16,-0.006776665183016561
1762240.5753371618,2021-06-17,-0.007898874956969282
1733541.2447707555,2021-06-18,-0.016285705236877446
1762278.823872318,2021-06-21,0.016577384119500937
1766262.6085402868,2021-06-22,0.0022605870387837346
1765040.4654738805,2021-06-23,-0.0006919373486687919
1778010.8619582555,2021-06-24,0.007348498087205391
1788743.253559818,2021-06-25,0.006036178873363163
1779650.8487746618,2021-06-28,-0.005083124571992781
1776853.946919193,2021-06-29,-0.0015716014505847697
1777692.0318801305,2021-06-30,0.00047166789504027307
1786874.8839309118,2021-07-01,0.005165603426297238
1790533.3717238805,2021-07-02,0.0020474224725350876
