account_value,date,daily_return
1499991.3886251268,2022-07-06,
1519266.0876551562,2022-07-07,0.012849873123402578
1517290.1523524218,2022-07-08,-0.0013005854068552924
1506168.5621424608,2022-07-11,-0.007329903375908664
1497650.3669520312,2022-07-12,-0.005655539097372264
1488649.8226405077,2022-07-13,-0.0060097767210119946
1480565.9254237108,2022-07-14,-0.005430355140511156
1512370.8772059374,2022-07-15,0.02148161810027105
1502641.2163172655,2022-07-18,-0.006433382866144033
1541209.4443446093,2022-07-19,0.025666957360499065
1546451.775521367,2022-07-20,0.003401439821170582
1554245.9373866015,2022-07-21,0.005040029044945049
1545097.738778203,2022-07-22,-0.005885940177383198
1550139.8104334765,2022-07-25,0.003263270360657211
1539128.0482264452,2022-07-26,-0.007103721956506548
1562311.3471766405,2022-07-27,0.015062618719027032
1579047.047005742,2022-07-28,0.010712141251067342
1593676.559456914,2022-07-29,0.009264773002750637
1591496.928597539,2022-08-01,-0.0013676745425168502
1574506.138802617,2022-08-02,-0.010675980260857032
1594984.2536707812,2022-08-03,0.013006055907623937
1591106.5863123827,2022-08-04,-0.0024311634108450386
1596061.4990321093,2022-08-05,0.0031141299786900944
1599473.5238123827,2022-08-08,0.0021377777625377625
1593831.9558192187,2022-08-09,-0.0035271405929353516
1622674.8997889452,2022-08-10,0.01809660288490167
1624494.7574549608,2022-08-11,0.0011215171111922384
1646992.3498621874,2022-08-12,0.013848978153966351
1653885.2439051562,2022-08-15,0.004185140291359302
1663854.543099492,2022-08-16,0.006027805877750314
1652889.647347539,2022-08-17,-0.006590056683396961
1655192.286019414,2022-08-18,0.0013930988530117538
1638013.7126551562,2022-08-19,-0.010378596800720175
1606300.3702479296,2022-08-22,-0.019360852819614305
1600215.7526942187,2022-08-23,-0.003787969962785853
1604545.6117030077,2022-08-24,0.0027057970161206146
1621409.2917567187,2022-08-25,0.010509941213707519
1571733.759041875,2022-08-26,-0.030637256716977812
1562079.9608241015,2022-08-29,-0.006142133273041361
1546048.3276453905,2022-08-30,-0.010263004187220481
1532973.7639246874,2022-08-31,-0.008456762629545644
1536698.4482508593,2022-09-01,0.002429711723595407
1521026.3646326952,2022-09-02,-0.010198541968987285
1511784.9443446093,2022-09-06,-0.006075779160026329
1534579.8880701952,2022-09-07,0.01507816558886832
1544380.81177625,2022-09-08,0.0063867145544178605
1564284.0642176562,2022-09-09,0.012887528962830519
1576554.5971766405,2022-09-12,0.007844184595156234
1514526.3310633593,2022-09-13,-0.039344191583573496
1516569.9066248827,2022-09-14,0.0013493166276539181
1507797.598519414,2022-09-15,-0.005784308436523999
1498887.2576991015,2022-09-16,-0.005909507236954159
1508827.6206141405,2022-09-19,0.0066318282872710466
1492799.3372889452,2022-09-20,-0.010623004978309813
1467992.9719325,2022-09-21,-0.016617347514030767
1458991.741097539,2022-09-22,-0.006131657989555284
1433741.0503016405,2022-09-23,-0.017306945669824936
1417218.641121953,2022-09-26,-0.011523984178461899
1412683.3785487108,2022-09-27,-0.00320011495872774
1441689.3663416796,2022-09-28,0.02053254694818274
1417892.8474207812,2022-09-29,-0.016505996004730683
1395734.9244471483,2022-09-30,-0.01562736070919546
1432869.8732996874,2022-10-03,0.026606018236054574
