account_value,date,daily_return
1000318.678910402,2020-04-03,
1070207.1228313006,2020-04-06,0.06986617904308723
1067159.6665651873,2020-04-07,-0.0028475387624510295
1096942.9673464373,2020-04-08,0.027908945319412126
1107354.3540651873,2020-04-09,0.009491274413232054
1106248.8547702653,2020-04-13,-0.0009983247827252129
1106248.8547702653,2020-04-14,0.0
1087307.631059816,2020-04-15,-0.01712202785907757
1102666.6022512224,2020-04-16,0.014125690607390995
1121120.422807863,2020-04-17,0.016735630261191403
1107604.8918020036,2020-04-20,-0.01205537846863014
1070147.504839113,2020-04-21,-0.03381836541183003
1098947.196245363,2020-04-22,0.026911889506839426
1098749.8170949724,2020-04-23,-0.00017960749257561748
1116192.4250051286,2020-04-24,0.01587495864734101
1129471.346635988,2020-04-27,0.011896624034873238
1115885.3600637224,2020-04-28,-0.012028624376111963
1153357.9997121599,2020-04-29,0.03358108367538537
1148431.8571340349,2020-04-30,-0.004271130541735002
1112698.8188039567,2020-05-01,-0.031114635237698418
1124345.4679738786,2020-05-04,0.010467027530810968
1136473.7792531755,2020-05-05,0.01078699707942321
1139218.9506398942,2020-05-06,0.002415516694562747
1154662.5331594255,2020-05-07,0.01355629004490888
1173154.8483449724,2020-05-08,0.01601534184619946
1180291.5019094255,2020-05-11,0.006083300575811634
1155966.2836477067,2020-05-12,-0.020609500468626973
1137567.6049367692,2020-05-13,-0.015916276254078654
1148515.0854055192,2020-05-14,0.00962358669607033
1156595.865434816,2020-05-15,0.007035850144226696
1186651.6027395036,2020-05-18,0.025986377958724827
1178922.2284719255,2020-05-19,-0.006513600326948588
1202321.939653566,2020-05-20,0.01984839255424875
1191175.9918996599,2020-05-21,-0.009270352129744697
1195764.642778566,2020-05-22,0.0038522022859008853
1200560.1171438005,2020-05-26,0.0040103831420297276
1211722.2074758317,2020-05-27,0.009297402248032771
1206815.604448488,2020-05-28,-0.004049280434964442
1220201.219682863,2020-05-29,0.011091682262835967
1227435.561479738,2020-06-01,0.005928810494678194
1235301.5871145036,2020-06-02,0.006408503942384236
1246497.0688039567,2020-06-03,0.009062954185628636
1238850.7284719255,2020-06-04,-0.006134262585445249
1265938.3844777849,2020-06-05,0.02186514919297089
1280428.3131887224,2020-06-08,0.011445998390288814
1281084.6266652849,2020-06-09,0.0005125733864226323
1286228.0241262224,2020-06-10,0.004014877201614642
1216730.5683156755,2020-06-11,-0.05403198694707245
1229828.164995363,2020-06-12,0.010764582579542381
1245799.0836965349,2020-06-15,0.012986300977447574
1267959.4835988786,2020-06-16,0.01778810098060868
1268424.2492238786,2020-06-17,0.00036654611682140903
1271840.8610402849,2020-06-18,0.002693587589875257
1270581.4835988786,2020-06-19,-0.000990200488114601
1283408.209184816,2020-06-22,0.010095161744059222
1292092.4379445817,2020-06-23,0.006766536708754156
1262666.9818898942,2020-06-24,-0.022773491424109338
1276425.2536184099,2020-06-25,0.010896199810280116
1243798.0397512224,2020-06-26,-0.02556139795471446
1259424.0109426286,2020-06-29,0.012563109678587203
1282073.3793508317,2020-06-30,0.017983910272800774
1293045.150591066,2020-07-01,0.008557834065465064
1299604.4918996599,2020-07-02,0.005072785977810135
