account_rewards,date
19274.699030029355,2022-07-06
-1975.935302734375,2022-07-07
-11121.590209960938,2022-07-08
-8518.195190429688,2022-07-11
-9000.544311523438,2022-07-12
-8083.897216796875,2022-07-13
31804.951782226562,2022-07-14
-9729.660888671875,2022-07-15
38568.22802734375,2022-07-18
5242.3311767578125,2022-07-19
7794.161865234375,2022-07-20
-9148.198608398438,2022-07-21
5042.0716552734375,2022-07-22
-11011.76220703125,2022-07-25
23183.298950195312,2022-07-26
16735.699829101562,2022-07-27
14629.512451171875,2022-07-28
-2179.630859375,2022-07-29
-16990.789794921875,2022-08-01
20478.114868164062,2022-08-02
-3877.6673583984375,2022-08-03
4954.9127197265625,2022-08-04
3412.0247802734375,2022-08-05
-5641.5679931640625,2022-08-08
28842.943969726562,2022-08-09
1819.857666015625,2022-08-10
22497.592407226562,2022-08-11
6892.89404296875,2022-08-12
9969.299194335938,2022-08-15
-10964.895751953125,2022-08-16
2302.638671875,2022-08-17
-17178.573364257812,2022-08-18
-31713.342407226562,2022-08-19
-6084.6175537109375,2022-08-22
4329.8590087890625,2022-08-23
16863.680053710938,2022-08-24
-49675.53271484375,2022-08-25
-9653.798217773438,2022-08-26
-16031.633178710938,2022-08-29
-13074.563720703125,2022-08-30
3724.684326171875,2022-08-31
-15672.083618164062,2022-09-01
-9241.420288085938,2022-09-02
22794.943725585938,2022-09-06
9800.923706054688,2022-09-07
19903.25244140625,2022-09-08
12270.532958984375,2022-09-09
-62028.26611328125,2022-09-12
2043.5755615234375,2022-09-13
-8772.30810546875,2022-09-14
-8910.3408203125,2022-09-15
9940.362915039062,2022-09-16
-16028.283325195312,2022-09-19
-24806.365356445312,2022-09-20
-9001.230834960938,2022-09-21
-25250.690795898438,2022-09-22
-16522.4091796875,2022-09-23
-4535.2625732421875,2022-09-26
29005.98779296875,2022-09-27
-23796.518920898438,2022-09-28
-22157.922973632812,2022-09-29
37134.94885253906,2022-09-30
